fdc_id,brand_owner,brand_name,subbrand_name,gtin_upc,ingredients,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,package_weight,modified_date,available_date,market_country,discontinued_date,preparation_state_code,trade_channel,short_description
1109807,Starbucks Coffee Company,"","",762111940315,"CANE SUGAR, GRAPE JUICE POWDERS (MALTODEXTRIN, GRAPE JUICE SOLIDS), NATURAL FLAVORS, FRUIT AND VEGETABLE JUICES FOR COLOR, MALIC ACID, GREEN COFFEE BEAN EXTRACT, ERYTHRITOL, CITRIC ACID, ASCORBIC ACID (VITAMIN C), REBAUDIOSIDE-A (STEVIA LEAF EXTRACT).","",10,g,"",Powdered Drinks,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109808,"Wells Enterprises, Inc.","","",70640450602,"ICE CREAM (MILK, CREAM, SKIM MILK, SUGAR, CORN SYRUP, CONTAINS 1% OR LESS OF WHEY PROTEIN CONCENTRATE, NATURAL FLAVORS, MONO AND DIGLYCERIDES, CAROB BEAN GUM, CELLULOSE GUM, CARRAGEENAN, ANNATTO FOR COLOR). CARAMEL SAUCE {SWEETENED CONDENSED MILK (CONDENSED MILK, SUGAR), SUGAR, CORN SYRUP, WATER, COCONUT OIL, PECTIN, SALT, SODIUM BICARBONATE, VANILLA EXTRACT}. ROASTED PECANS (PECANS, COTTONSEED OIL, SALT, BUTTER). COATING {SUGAR, MILK, VEGETABLE OIL (COCONUT, SOYBEAN), COCOA BUTTER, UNSWEETENED CHOCOLATE, SOY LECITHIN, ARTIFICIAL FLAVOR}.","",101,g,"",Ice Cream & Frozen Yogurt,LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109809,"Ocean Spray Cranberries, Inc.","","",31200037190,"GREEK YOGURT COATING [SUGAR, PALM KERNEL OIL, NONFAT MILK POWDER, GREEK YOGURT POWDER (NONFAT MILK SOLIDS, CULTURE, LACTIC ACID, NATURAL FLAVOR), LACTIC ACID, SOY LECITHIN (AN EMULSIFIER), NATURAL FLAVOR], SWEETENED DRIED CRANBERRIES (CRANBERRIES, SUGAR), COATING (GUM ACACIA, MALTODEXTRIN, AND SUGAR), CONFECTIONER'S GLAZE.","",30,g,"","Popcorn, Peanuts, Seeds & Related Snacks",LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109810,"Danone US, LLC","","",744473471027,"ORGANIC COCONUTMILK (FILTERED WATER, ORGANIC COCONUT), ORGANIC CANE SUGAR, COCOA (PROCESSED WITH ALKALI), ORGANIC COCONUT OIL, ACACIA GUM, LOCUST BEAN GUM, BAKING SODA, GUAR GUM, NATURAL FLAVOR.","",85,g,"",Other Frozen Desserts,LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109811,"Danone US, LLC","","",744473490554,"ALMONDMILK (FILTERED WATER, ALMONDS), CANE SUGAR, CHOCOLATE FLAKE (DRIED CANE SYRUP, COCONUT OIL, COCOA, CHOCOLATE LIQUOR, NATURAL FLAVOR), COCONUT OIL, ACACIA GUM, NATURAL FLAVOR, CAROB BEAN GUM, BAKING SODA, GUAR GUM.","",75,g,"",Other Frozen Desserts,LI,"",2020-04-22,2020-11-13,United States,"","","",""
1109812,"Danone US, LLC","","",744473480623,"ORGANIC SOYMILK (FILTERED WATER, ORGANIC SOYBEANS), ORGANIC CANE SUGAR, PEANUT BUTTER (PEANUTS, PEANUT OIL, INVERT CANE SUGAR, SALT), ORGANIC TAPIOCA SYRUP, CHOCOLATE FLAKE (CANE SUGAR, COCONUT OIL, COCOA PROCESSED WITH ALKALI, CHOCOLATE LIQUOR, VANILLA), ORGANIC SOYBEAN OIL, CHICORY ROOT EXTRACT, COCOA PROCESSED WITH ALKALI, NATURAL FLAVOR, CAROB BEAN GUM, TAPIOCA DEXTROSE, GUAR GUM, ALGIN (KELP EXTRACT), GELLAN GUM.","",97,g,"",Other Frozen Desserts,LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109813,"Danone US, LLC","","",742365716003,"CULTURED PASTEURIZED NONFAT ORGANIC MILK, ORGANIC MILK, ORGANIC CREAM, SALT, TRICALCIUM PHOSPHATE, ORGANIC GUAR GUM, CITRIC ACID, ORGANIC LOCUST BEAN GUM, LIVE AND ACTIVE CULTURES, MICROBIAL ENZYMES (NON-ANIMAL, RENNETLESS).","",113,g,"",Cheese,LI,"",2020-04-15,2020-11-13,United States,"","","",""
1109814,"Wells Enterprises, Inc.","","",70640014149,"WATER, SUGAR, CORN SYRUP, HIGH FRUCTOSE CORN SYRUP, FLAVOR BASE (WATER, SALT, CITRIC ACID, MANGO PUREE, CHILI POWDER, SUGAR, ARTIFICIAL FLAVOR, XANTHAN GUM, CARBOXYMETHYLCELLULOSE, GUM ARABIC, YELLOW 5, YELLOW 6), CONTAINS LESS THAN 1% OF CITRIC ACID, GUAR GUM, CELLULOSE GUM, XANTHAN GUM.","",76,g,"",Ice Cream & Frozen Yogurt,LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109815,"Overhill Farms, Inc.","","",738912022420,"COOKED LONG GRAIN RICE, COOKED CHICKEN BREAST STRIPS WITH RIB MEAT (CHICKEN BREAST MEAT WITH RIB MEAT, CHICKEN BROTH, CONTAINS 2% OR LESS OF SALT, ISOLATED SOY PROTEIN, MODIFIED FOOD STARCH, SODIUM PHOSPHATES, DRIED GARLIC, DRIED ONION, CARRAGEENAN, NATURAL FLAVOR), WATER, BROCCOLI, HALF AND HALF (MILK, CREAM), PASTEURIZED PROCESS CHEESE SPREAD (AMERICAN CHEESE [PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES], WATER, WHEY, SODIUM PHOSPHATE, CONTAINS LESS THAN 2% OF MILKFAT, SALT, SODIUM - ALGINATE, LACTIC ACID, APOCAROTENAL [COLOR]), LESS THAN 2% OF CHEDDAR CLUB CHEESE (CHEDDAR CHEESE [PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES], WATER, SALT, ANNATTO [COLOR]), CANOLA OIL, MODIFIED FOOD STARCH, ROMANO CHEESE BLEND (ROMANO CHEESE [CULTURED COW'S MILK, SALT, ENZYMES], NATURAL FLAVOR, CELLULOSE, SALT), CHEESE FLAVOR (CHEDDAR CHEESE [PASTEURIZED MILK, CULTURES, SALT, ENZYMES], WATER, YEAST EXTRACT, NATURAL FLAVORS, DISODIUM PHOSPHATE, XANTHAN GUM), RICE WINE VINEGAR (WATER, RICE), SALT, YEAST EXTRACT, BLUE CHEESE POWDER (BLUE CHEESE [PASTEURIZED MILK, SALT, CHEESE CULTURE, ENZYMES]), DISODIUM PHOSPHATE, ANNATTO (COLOR), MUSTARD FLOUR, XANTHAN GUM, SPICE, VITAL WHEAT GLUTEN.","",369,g,"",Frozen Dinners & Entrees,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109924,Starbucks Coffee Company,"","",762111986405,"SUGAR, SOLUBLE COFFEE.","",28,g,"",Coffee,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109816,"Wells Enterprises, Inc.","","",70640303045,"MILK, BUTTERMILK, WHEY, SUGAR, COOKIE BITS {SUGAR, ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SOYBEAN OIL, PALM OIL, COCOA PROCESSED WITH ALKALI, INVERT SUGAR, CONTAINS 2% OR LESS OF YELLOW CORN FLOUR, CHOCOLATE, CORN STARCH, SALT, LEAVENING (BAKING SODA, MONOCALCIUM PHOSPHATE), WHEY, NATURAL AND ARTIFICIAL FLAVOR, SOY LECITHIN}, CORN SYRUP, CREAM, SKIM MILK, CONTAINS 2% OR LESS OF VANILLA EXTRACT, ARTIFICIAL FLAVOR, MONO & DIGLYCERIDES, CAROB BEAN GUM, GUAR GUM, POLYSORBATE 80, CARRAGEENAN, VITAMIN A PALMITATE.","",78,g,"",Ice Cream & Frozen Yogurt,LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109817,"Wells Enterprises, Inc.","","",70640004638,"MILK, CREAM, SKIM MILK, SUGAR, PEANUT BUTTER FLAVOR BASE AND SWIRL (PEANUTS, PEANUT OIL, SALT, MONO & DIGLYCERIDES), BUTTERMILK, WHEY, FUDGE SWIRL (CORN SYRUP, SUGAR, WATER, PALM OIL, UNSWEETENED CHOCOLATE PROCESSED WITH ALKALI, COCOA PROCESSED WITH ALKALI, PECTIN, MONO & DIGLYCERIDES, POLYSORBATE 80), PEANUT BUTTER CUPS (SUGAR, GROUND PEANUTS, COCOA BUTTER, PALM KERNEL OIL, WHOLE MILK POWDER, UNSWEETENED CHOCOLATE, COCONUT OIL, LACTOSE, SALT, SOY LECITHIN, VANILLA), CORN SYRUP, CONTAINS 1% OR LESS OF CAROB BEAN GUM, GUAR GUM, CARRAGEENAN, MONO & DIGLYCERIDES, CELLULOSE GEL, CELLULOSE GUM.","",105,g,"",Ice Cream & Frozen Yogurt,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109818,"Danone US, LLC","","",742365606205,"ORGANIC MONTEREY JACK CHEESE (CULTURED PASTEURIZED ORGANIC MILK, SALT, MICROBIAL ENZYMES [NON-ANIMAL, RENNETLESS]), CELLULOSE (TO PREVENT CAKING).","",28,g,"",Cheese,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109819,"Wells Enterprises, Inc.","","",70640013395,"SKIM MILK, WHEY, SUGAR, MILK, CORN SYRUP, BUTTERMILK, CONTAINS 1% OR LESS OF COCOA, COCOA PROCESSED WITH ALKALI, NATURAL & ARTIFICIAL FLAVOR, COCONUT OIL, GUAR GUM, CELLULOSE GUM, XANTHAN GUM, MONO & DIGLYCERIDES, YELLOW 5, ANNATTO FOR COLOR.","",131,g,"",Ice Cream & Frozen Yogurt,LI,"",2020-04-29,2020-11-13,United States,"","","",""
1109820,Bellisio Foods Inc,"","",73369060503,"COOKED ENRICHED PASTA (WATER, SEMOLINA [ENRICHED WITH NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID]), WATER, TOMATO PASTE, DICED TOMATOES (TOMATOES, TOMATO JUICE, SALT, CALCIUM CHLORIDE, CITRIC ACID), LESS THAN 2% OF ONIONS, LOW MOISTURE PART SKIM MOZZARELLA CHEESE (CHEESE [CULTURED PASTEURIZED PART SKIM MILK, SALT, ENZYMES], MODIFIED FOOD STARCH), CANOLA OIL, PARMESAN CHEESE (PASTEURIZED PART SKIM MILK, CULTURES, SALT, ENZYMES), SALT, MODIFIED FOOD STARCH, ASIAGO CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES), SPICES, CELLULOSE, GRANULATED GARLIC, XANTHAN GUM.","",213,g,"",Frozen Dinners & Entrees,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109821,"Ocean Spray Cranberries, Inc.","","",31200010742,"SWEETENED DRIED CRANBERRIES (CRANBERRIES, SUGAR, GLYCERIN, CITRIC ACID), ROASTED PEANUTS (COTTONSEED OIL, SALT), SEMI-SWEET CHOCOLATE CHIPS (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN [AN EMULSIFIER]), ALMONDS, CASHEWS.","",30,g,"","Popcorn, Peanuts, Seeds & Related Snacks",LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109822,"Overhill Farms, Inc.","","",738912022550,"WATER, WHITE BREAD (UNBLEACHED ENRICHED FLOUR [WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID], WATER, MILK, SUGAR, BUTTER [MADE FROM MILK], WHEAT GLUTEN, YEAST, CONTAINS 2% OR LESS OF SOYBEAN OIL, SALT, DOUGH CONDITIONERS [CONTAINS ONE OR MORE OF: SODIUM STEAROYL LACTYLATE, CALCIUM STEAROYL LACTYLATE, MONOGLYCERIDES, MONO AND DIGLYCERIDES, DISTILLED MONOGLYCERIDES, CALCIUM PEROXIDE, CALCIUM IODATE, DATEM, ETHOXYLATED MONO-AND DIGLYCERIDES, ENZYMES, ASCORBIC ACID], HONEY, CALCIUM SULFATE, WHEAT STARCH, WHEAT FLOUR, SOY LECITHIN, AMMONIUM SULFATE, CALCIUM CARBONATE, MONOCALCIUM PHOSPHATE, SOY FLOUR, CALCIUM PROPIONATE), COOKED TURKEY BREAST MEDALLIONS (TURKEY BREAST MEAT, WATER, SEASONING [AUTOLYZED YEAST EXTRACT, MALTODEXTRIN, SALT, TURKEY FLAVOR, TURKEY STOCK, FLAVOR, GUM ARABIC], MODIFIED CORN STARCH, SALT, CANOLA OIL, CARRAGEENAN, SODIUM PHOSPHATE, NATURAL FLAVORING, PAPRIKA), POTATO FLAKES AND GRANULES (POTATOES, MONO AND DIGLYCERIDES, SODIUM ACID PYROPHOSPHATE, CITRIC ACID, FRESHNESS PRESERVED WITH SODIUM BISULFITE, BHA AND BHT), CHICKEN BROTH, LESS THAN 2% OF RENDERED CHICKEN FAT, MODIFIED FOOD STARCH, NONFAT MILK SOLIDS (NONFAT MILK, WHEY SOLIDS [LACTOSE], VITAMIN A AND D3), MILK SOLIDS (CREAM, MILKFAT, NONFAT MILK), ROASTED TURKEY CONCENTRATE (ROASTED TURKEY INCLUDING NATURAL TURKEY JUICES, YEAST EXTRACT, SALT, POTATO FLOUR AND FLAVORINGS), CHICKEN BASE (CHICKEN MEAT AND CONCENTRATED CHICKEN STOCK, SALT, SUGAR, DRIED WHEY, RENDERED CHICKEN FAT, CORN SYRUP SOLIDS, YEAST EXTRACT, NATURAL FLAVOR, CITRIC ACID, EXTRACTIVES OF TURMERIC), SALT, ROAST CHICKEN FLAVOR (NATURAL FLAVOR [CONTAINS WHEAT, SOYBEANS AND MILK], AUTOLYZED YEAST EXTRACT, YEAST EXTRACT, SALT, CHICKEN POWDER, CHICKEN BROTH POWDER, CHICKEN FAT, GUM ARABIC, ONION POWDER, TRICALCIUM PHOSPHATE), MALTODEXTRIN, CANOLA OIL, SPICE, YEAST EXTRACT, GRANULATED GARLIC, XANTHAN GUM.","",397,g,"",Frozen Dinners & Entrees,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109823,"Wells Enterprises, Inc.","","",70640013333,"WATER, SUGAR, CORN SYRUP, MILK*, WHEY, RED RASPBERRY PUREE, SKIM MILK, CONTAINS 2% OR LESS OF NATURAL AND ARTIFICIAL FLAVORS, CITRIC ACID, HYDROXYPROPYL METHYLCELLULOSE, GUAR GUM, CELLULOSE GUM, XANTHAN GUM, BEET JUICE FOR COLOR, RED 40, BLUE 1.","",87,g,"",Ice Cream & Frozen Yogurt,LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109824,"Danone US, LLC","","",744473470624,"ORGANIC COCONUTMILK (FILTERED WATER, ORGANIC COCONUT), ORGANIC CANE SUGAR, ORGANIC COCONUT OIL, PEANUTS, COCOA (PROCESSED WITH ALKALI), CANE SUGAR, PEANUT OIL, ORGANIC TAPIOCA SYRUP, INVERT SUGAR, COCOA, PEA PROTEIN, CHOCOLATE LIQUOR, GUAR GUM, SALT, NATURAL FLAVOR.","",115,g,"",Other Frozen Desserts,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109825,"Danone US, LLC","","",742365606458,"ORGANIC COLBY CHEESE (CULTURED PASTEURIZED ORGANIC MILK, SALT, ORGANIC ANNATTO [COLOR], MICROBIAL ENZYMES [NON-ANIMAL, RENNETLESS]).","",28,g,"",Cheese,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109826,"Taylor Fresh Foods, Inc.","","",32601025717,"ORGANIC MANGO, ORGANIC CARROTS, ORGANIC PEACHES, ASCORBIC ACID, CITRIC ACID (TO MAINTAIN FRESHNESS AND COLOR).","",113,g,"",Frozen Fruit & Fruit Juice Concentrates,LI,"",2020-04-15,2020-11-13,United States,"","","",""
1109827,"Overhill Farms, Inc.","","",738912022383,"WATER, COOKED TURKEY BREAST MEDALLIONS (TURKEY BREAST, WATER, SEASONING [AUTOLYZED YEAST EXTRACT, MALTODEXTRIN, SALT, TURKEY FLAVOR, TURKEY STOCK, FLAVOR, GUM ARABIC], MODIFIED CORN STARCH, SALT, CANOLA OIL, CARRAGEENAN, SODIUM PHOSPHATE, NATURAL FLAVORING, PAPRIKA), STUFFING (ENRICHED WHEAT FLOUR [WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID], WATER, PALM FRUIT OIL, DEXTROSE, SALT, YEAST), POTATO FLAKES AND GRANULES (POTATOES, MONO AND DIGLYCERIDES, SODIUM ACID PYROPHOSPHATE, CITRIC ACID, FRESHNESS PRESERVED WITH SODIUM BISULFITE, BHA AND BHT), CARROTS, LESS THAN 2% OF CELERY, CHICKEN BROTH FLAVOR (CHICKEN BROTH, SALT, FLAVORS, CHICKEN POWDER), ROASTED TURKEY CONCENTRATE (ROASTED TURKEY INCLUDING NATURAL TURKEY JUICES, YEAST EXTRACT, SALT, POTATO FLOUR AND FLAVORINGS), ONIONS, UNSALTED BUTTER (CREAM, NATURAL FLAVOR), MODIFIED FOOD STARCH, GARLIC PUREE (GARLIC, WATER, CITRIC ACID), MILK SOLIDS (CREAM, MILKFAT, NONFAT MILK), CHARDONNAY WINE (WITH SALT), GRANULATED ONIONS, SALT, GRANULATED GARLIC, SPICE, XANTHAN GUM.","",383,g,"",Frozen Dinners & Entrees,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109828,The Daily Record,"","",838766005256,"PEA PROTEIN, WHOLE FLAXSEED (MICRO-MILLED), COCOA POWDER, ORGANIC ACACIA GUM NATURALLY OCCURING FIBER), HEMP PROTEIN, VEGA SAVISEEDTM (SACHA INCHI) PROTEIN. ORGANIC GELATINIZED MACA ROOT, ORGANIC BROCCOLI, ORGANIC SPIRULINA, ORGANIC KALE, ORGANIC MARINE ALGAE CALCIUM, FRUIT & VEGETABLE BLEND (SPINACH, BROCCOLI, CARROT, BEET, TOMATO. APPLE, CRANBERRY, ORANGE, BLUEBERRY AND/OR BILBERRY, STRAWBERRY, SHIITAKE MUSHROOM). CHLORELLA VULGARIS (CRACKED WHOLE CELL), PAPAYA EXTRACT, PROBIOTICS (BACILLUS COAGULANS (PROVIDES 1 BILLION CFU/SERVING)), ANTIOXIDANT FRUIT BLEND (GRAPE SEED EXTRACT, ORGANIC POMEGRANATE, AÃAI, MANGOSTEEN, ORGANIC GOJI, ORGANIC MAQUI). CONTAINS 2 PERCENT OR LESS OF: BEET ROOT POWDER (FOR COLOR), NATURAL CHOCOLATE FLAVOR, NATURAL VANILLA FLAVOR. NATURAL CARAMEL FLAVOR, NATURAL HAZELNUT FLAVOR, STEVIA EXTRACT, CITRIC ACID.","",46,g,"",Herbal Supplements,LI,"",2020-09-21,2020-11-13,United States,"","","",""
1109832,Bellisio Foods Inc,"","",73369060510,"COOKED ENRICHED PASTA (WATER, SEMOLINA [ENRICHED WITH NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID]), HALF & HALF (MILK, CREAM), WATER, BROCCOLI, LOW MOISTURE PART SKIM MOZZARELLA CHEESE (CHEESE [CULTURED PASTEURIZED PART SKIM MILK, SALT, ENZYMES], MODIFIED FOOD STARCH), LESS THAN 2% OF MARGARINE (LIQUID AND HYDROGENATED SOYBEAN OIL, WATER, SALT, LESS THAN 2% VEGETABLE MONO AND DIGLYCERIDES, SOY LECITHIN, NATURAL AND ARTIFICIAL FLAVOR, BHA & BHT ADDED TO PROTECT FLAVOR, VITAMIN A PALMITATE AND VITAMIN D3 ADDED), MODIFIED FOOD STARCH, GRATED CHEESE BLEND (PARMESAN AND ASIAGO CHEESES [CULTURED MILK, SALT, ENZYMES], NATURAL FLAVOR, CELLULOSE, SALT), SALT, CANOLA OIL, SPICE, XANTHAN GUM.","",213,g,"",Frozen Dinners & Entrees,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109833,Bellisio Foods Inc,"","",73369060558,"COOKED ENRICHED MACARONI PRODUCT (WATER, DURUM SEMOLINA [ENRICHED WITH NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID]), WATER, TOMATO PASTE, DICED TOMATOES (TOMATOES, TOMATO JUICE, CITRIC ACID, CALCIUM CHLORIDE), LESS THAN 2% OF ONIONS, CANOLA OIL, SALT, PARMESAN CHEESE (PASTEURIZED PART SKIM MILK, CHEESE CULTURES, SALT, ENZYMES), MODIFIED FOOD STARCH, SPICES, GRANULATED GARLIC, XANTHAN GUM.","",213,g,"",Frozen Prepared Sides,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109834,"Wells Enterprises, Inc.","","",70640010875,"MILK, SUGAR, SKIM MILK, COCONUT OIL, BLEACHED WHEAT FLOUR, CREAM, CORN SYRUP, WHEY, BUTTERMILK, CONTAINS 2% OR LESS OF COCOA PROCESSED WITH ALKALI, UNSWEETENED CHOCOLATE, COCOA, COCOA BUTTER, OAT FIBER, NATURAL AND ARTIFICIAL FLAVORS, SOYBEAN OIL, FOOD STARCH-MODIFIED, HYDROGENATED COCONUT OIL, CANOLA OIL, CAROB BEAN GUM, CELLULOSE GUM, CARRAGEENAN, MONO & DIGLYCERIDES, SOY LECITHIN, SALT, VITAMIN A PALMITATE.","",43,g,"",Ice Cream & Frozen Yogurt,LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109835,"The Promotion In Motion Companies, Inc.","","",34856881216,"ORGANIC CANE SUGAR, ORGANIC TAPIOCA SYRUP, ORGANIC JUICES AND PUREES BLEND (GRAPE, PEAR, PINEAPPLE, APPLE, ORANGE, STRAWBERRY AND RASPBERRY), WATER, GELATIN, ORGANIC TAPIOCA STARCH, ORGANIC CORN STARCH, ORGANIC AGAR, CITRIC ACID, ASCORBIC ACID, LACTIC ACID, ALPHA TOCOPHEROL ACETATE (VITAMIN E), VITAMIN A PALMITATE, NATURAL FLAVORS, COLORS (TURMERIC, VEGETABLE JUICE), ORGANIC CARNAUBA WAX, AND ORGANIC SUNFLOWER OIL.","",22.7000007629395,g,"",Wholesome Snacks,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109836,Starbucks Coffee Company,"","",762111853998,"CANE SUGAR, INSTANT AND MICROGROUND COFFEE, NATURAL FLAVORS, SALT.","",14,g,"",Powdered Drinks,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109837,Starbucks Coffee Company,"","",762111009371,"REDUCED-FAT DRIED WHOLE MILK, SUGAR, INSTANT AND MICROGROUND COFFEE, NATURAL FLAVORS.","",32,g,"",Powdered Drinks,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109838,"Danone US, LLC","","",742365606502,"ORGANIC COLBY CHEESE (CULTURED PASTEURIZED ORGANIC MILK, SALT, ORGANIC ANNATTO [COLOR], MICROBIAL ENZYMES (NON-ANIMAL, RENNETLESS]), ORGANIC MONTEREY JACK CHEESE (CULTURED PASTEURIZED ORGANIC MILK, SALT, MICROBIAL ENZYMES [NON-ANIMAL, RENNETLASSI], ORGANIC CHEDDAR CHEESE (CULTURED PASTEURIZED ORGANIC MILK SALT, MICROBIAL ENZYMES (NON-ANIMAL RENNETLESS]), CELLULOSE (TO PREVENT CAKING).","",28,g,"",Cheese,LI,"",2020-09-22,2020-11-13,United States,"","","",""
1109839,Bellisio Foods Inc,"","",717854105590,"WATER, MEATLOAF (BEEF, PORK, WATER, DEFATTED SOY FLOUR, ROLLED OATS, TOMATO PASTE, GREEN BELL PEPPER, DEHYDRATED MINCED ONIONS, SALT), POTATO FLAKES AND GRANULES (POTATOES, MONO AND DIGLYCERIDES, SODIUM ACID PYROPHOSPHATE, CITRIC ACID, FRESHNESS PRESERVED WITH SODIUM BISULFITE, BHA AND BHT), DICED TOMATOES (TOMATOES, TOMATO JUICE, SALT, CALCIUM CHLORIDE, CITRIC ACID), LESS THAN 2% OF ONIONS, TOMATO PASTE, MODIFIED FOOD STARCH, MILK SOLIDS (CREAM, MILKFAT, NONFAT MILK), BEEF BASE (ROASTED BEEF AND CONCENTRATED BEEF STOCK, SALT, HYDROLYZED SOY, CORN AND WHEAT PROTEIN, CORN OIL, SUGAR, AUTOLYZED YEAST EXTRACT, FLAVORINGS [CONTAINS OLEORESIN OF CELERY SEED], MALTODEXTRIN, WHEY, DEXTROSE, CARAMEL COLOR), HALF AND HALF (MILK, CREAM), SALT, VEGETABLE BASE (VEGETABLES [CARROTS, CELERY, ONION], SUGAR, MALTODEXTRIN, CORN OIL, SALT, CORNSTARCH, AUTOLYZED YEAST EXTRACT AND NATURAL FLAVORINGS), CANOLA OIL, GRANULATED SUGAR, GRANULATED ONION, GRANULATED GARLIC, SPICE, ENRICHED BLEACHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WORCESTERSHIRE SAUCE (WATER, VINEGAR, SOY SAUCE [WATER, SOYBEANS, WHEAT, SALT], SUGAR, SALT, GARLIC POWDER, ONION POWDER, NATURAL SPICES), CARAMEL COLOR.","",227,g,"",Frozen Dinners & Entrees,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109840,"Overhill Farms, Inc.","","",738912022345,"WATER, BEEF AND MODIFIED FOOD STARCH PRODUCT (BEEF, WATER, LESS THAN 2% MODIFIED FOOD STARCH, SALT, SODIUM PHOSPHATE, ONION POWDER, GARLIC POWDER), POTATO FLAKES AND GRANULES (POTATOES, MONO AND DIGLYCERIDES, SODIUM ACID PYROPHOSPHATE, CITRIC ACID, FRESHNESS PRESERVED WITH SODIUM BISULFITE, BHA AND BHT), GREEN BEANS, CARROTS, CELERY, LESS THAN 2% OF ONIONS, MILK SOLIDS (CREAM, MILKFAT, NONFAT MILK), TOMATO PASTE, UNSALTED BUTTER (CREAM, NATURAL FLAVOR), VEGETABLE BASE (VEGETABLES [CARROTS, CELERY, ONION], SUGAR, MALTODEXTRIN, CORN OIL, SALT, CORNSTARCH, AUTOLYZED YEAST EXTRACT AND NATURAL FLAVORINGS), MODIFIED FOOD STARCH, BEEF STOCK (CONCENTRATED BEEF STOCK, YEAST EXTRACT, SALT, CORN OIL), SALT, BEEF BROTH FLAVOR (BEEF BROTH, NATURAL FLAVOR, BEEF FLAVOR, SALT), BEEF BASE (ROASTED BEEF AND CONCENTRATED BEEF STOCK, SALT, HYDROLYZED SOY, CORN AND WHEAT PROTEIN, CORN OIL, SUGAR, AUTOLYZED YEAST EXTRACT, FLAVORINGS [CONTAINS OLEORESIN OF CELERY SEED], MALTODEXTRIN, WHEY, DEXTROSE, CARAMEL COLOR), MALTODEXTRIN, VEAL, BEEF AND CHICKEN STOCK (CONCENTRATED VEAL, CHICKEN AND BEEF STOCKS, SALT, SUGAR, ALAVOR [BEEF FLAVOR, NATURAL FLAVOR], YEAST EXTRACT, MODIFIED CORN STARCH, ONION POWDER, MOLASSES, BEEF FAT), GRANULATED GARLIC, GRANULATED ONION, SUGAR, SPICES, XANTHAN GUM, CELERY SEED.","",425,g,"",Frozen Dinners & Entrees,LI,"",2020-09-21,2020-11-13,United States,"","","",""
1109841,"Wells Enterprises, Inc.","","",70640013630,"MILK, SKIM MILK, CREAM, SUGAR, STRAWBERRIES, CORN SYRUP, COCOA PROCESSED WITH ALKALI, CONTAINS 1% OR LESS OF NATURAL FLAVORS, STRAWBERRY JUICE CONCENTRATE, CITRIC ACID, CHERRY JUICE CONCENTRATE, CAROB BEAN GUM, GUAR GUM, CARRAGEENAN, MONO AND DIGLYCERIDES, CELLULOSE GEL, CELLULOSE GUM, ANNATTO FOR COLOR, BEET EXTRACT FOR COLOR.","",81,g,"",Ice Cream & Frozen Yogurt,LI,"",2020-04-09,2020-11-13,United States,"","","",""
