id,title,ingredients,directions,link,source,ner
551460,Fish Chowder,"{2 slices diced bacon,""1 medium onion, diced"",2 cans cream of potato soup,1 can cream of celery soup,2 cans milk,2 Tbsp. chopped parsley,dash of pepper,""1 lb. fresh fish, cut into 1-inch cubes""}","{Put bacon in 3-quart pan and cook until crisp.,Cook onion until transparent.,""Stir in soup,"",milk and seasonings.,Cook until liquid simmers.,Add fish cubes.,Simmer for about 10 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=203744,Gathered,"{bacon,onion,cream of potato soup,cream of celery soup,milk,parsley,pepper,fresh fish}"
551461,Graham Cracker Crust,"{1 2/3 c. crushed graham crackers,1/4 c. sugar,1/4 c. soft butter/margarine}",{You will need an 8-inch pie pan.},www.cookbooks.com/Recipe-Details.aspx?id=571255,Gathered,"{graham crackers,sugar,butter}"
551473,7 Layer Salad,"{""1 head lettuce, shredded"",1 bag fresh spinach,1 box frozen small peas (do not cook),1 sliced red onion,1/2 c. mayo (add to 1 Tbsp. sugar),1 c. grated Cheddar cheese,""2 to 3 hard-boiled eggs, diced"",""6 strips bacon, fried and crumbled""}","{""Layer in order, beginning with lettuce, in a glass bowl. Refrigerate for 24 hours.""}",www.cookbooks.com/Recipe-Details.aspx?id=210092,Gathered,"{head lettuce,fresh spinach,peas,red onion,mayo,Cheddar cheese,eggs,bacon}"
551462,Chicken Noodle Casserole,"{1 large fryer or 6 large chicken breasts,1 chopped onion,""1 (8 oz.) pkg. medium egg noodles, cook by directions"",1 can cream of chicken soup,1 can cream of mushroom soup,1 (8 oz.) sour cream,""6 to 8 slices white bread, cubed"",1 stick margarine,salt and pepper to taste}","{Cook fryer with onion in enough water to have at least 1 quart of broth until fryer is done.,Cool and debone; break meat into pieces.,Cook noodles.,""Mix chicken, noodles, broth, soups, sour cream and salt and pepper to taste."",Pour into a 10 1/2 x 14 1/2-inch baking dish or pan.,""Cover with bread cubes, then melt margarine and spoon over top of bread layer."",""Bake at 350u00b0 until golden brown, about 45 minutes.""}",www.cookbooks.com/Recipe-Details.aspx?id=190446,Gathered,"{fryer,onion,egg noodles,cream of chicken soup,cream of mushroom soup,sour cream,white bread,margarine,salt}"
551463,Christmas Cookie Kringle,"{3 hard-boiled egg yolks,1 raw egg yolk,1/2 c. sugar,4 Tbsp. butter,4 Tbsp. shortening,2 c. flour,1/2 tsp. cinnamon,1/2 tsp. grated lemon rind,1/2 tsp. grated orange rind,1 tsp. vanilla,pistachios}","{""Through a strainer the hard-boiled eggs you force, using the back of a spoon."",Then combine with the raw egg yolk.,""Work in the sugar, butter and shortening, then the flour, cinnamon, vanilla and all of the rind."",Form into a ball.,Chill.,Roll out 1/8-inch thick.,Use doughnut cutter or biscuit cutter and place on a cookie sheet.,Paint each cookie with unbeaten egg white. Sprinkle with pistachios.,Bake at 350u00b0 8 to 10 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=481236,Gathered,"{egg yolks,egg yolk,sugar,butter,shortening,flour,cinnamon,lemon rind,orange rind,vanilla,pistachios}"
551464,Broccoli Balls,"{""2 pkg. frozen broccoli, chopped, cooked and drained"",""1 onion, grated"",2 c. Pepperidge Farm stuffing mix,3/4 c. melted margarine,""4 eggs, beaten"",1/2 c. Parmesan cheese}","{Mix together.,Shape into walnut size balls and chill 1/2 hour.,Bake at 350u00b0 for 15 minutes on greased cookie sheet.}",www.cookbooks.com/Recipe-Details.aspx?id=716250,Gathered,"{frozen broccoli,onion,stuffing mix,margarine,eggs,Parmesan cheese}"
551465,Crispy Crunch Cookies,"{2 large ripe bananas,1/2 c. granulated sugar,1 egg,1 c. white flour,1 tsp. salt,2 1/2 c. granola,1 c. brown sugar (packed),""1/2 c. butter, softened"",1 tsp. vanilla,1 tsp. baking powder,1/2 tsp. ground cinnamon,1 c. seedless raisins}","{Mash bananas to make 1 cup.,Cream sugars and butter until light and fluffy.,""Beat in mashed bananas, egg and vanilla until blended."",""Combine flour, baking powder, salt and cinnamon."",Beat into banana mixture.,Beat in granola and raisins.,Drop by teaspoonful three inches apart onto greased cookie sheets.,Bake in a 350u00b0 oven for 15 to 30 minutes.,Remove to wire racks to complete cooling.,Makes 3 1/2 to 4 dozen cookies.}",www.cookbooks.com/Recipe-Details.aspx?id=855432,Gathered,"{bananas,sugar,egg,white flour,salt,granola,brown sugar,butter,vanilla,baking powder,ground cinnamon,raisins}"
551466,Raisin Sauce,"{1 1/2 c. raisins,1 c. water,""1/3 c. brown sugar, packed"",1/4 c. vinegar}","{Put raisins and water in pan.,""Heat slowly, about 10 minutes, to plump raisins."",Add sugar and vinegar.,""Boil slowly, about 15 minutes, until thickened."",Makes 2 cups of sauce.}",www.cookbooks.com/Recipe-Details.aspx?id=703169,Gathered,"{raisins,water,brown sugar,vinegar}"
551467,Green Enchiladas,"{1 1/2 lb. hamburger meat,""1 onion, chopped"",1 small can green chilies,1 can cream of chicken soup,1 can cream of mushroom soup,10 tortillas,1 c. grated cheese}","{""Brown meat and onions. Add chicken and mushroom soup. Add chilies. In casserole, place tortillas in bottom. Pour meat mixture over top of cheese. Bake 20 minutes at 350u00b0.""}",www.cookbooks.com/Recipe-Details.aspx?id=1060458,Gathered,"{hamburger,onion,green chilies,cream of chicken soup,cream of mushroom soup,tortillas,grated cheese}"
551468,Sour Cream Pound Cake,"{1/2 c. shortening,""1 c. margarine, softened"",3 c. sugar,5 eggs,3 c. flour,1 tsp. baking powder,1/2 c. milk,1 c. sour cream,1 tsp. lemon extract,1 1/2 tsp. vanilla extract,Frosting}","{""Cream shortening, margarine and sugar in mixer bowl until light and fluffy."",""Add eggs one at a time, beating well after each addition."",Sift flour and baking powder together.,""Add to creamed mixture alternately with milk and sour cream, beating well after each addition."",Stir in flavorings.,Pour into greased and floured tube pan.,Bake at 325u00b0 for 1 1/2 hours.,Cool in pan for several minutes.,Invert onto serving plate.,Spread frosting over cake. Yield:,16 servings.}",www.cookbooks.com/Recipe-Details.aspx?id=504367,Gathered,"{shortening,margarine,sugar,eggs,flour,baking powder,milk,sour cream,lemon extract,vanilla extract,Frosting}"
551469,Candied Bacon,"{1 lb. thick sliced bacon,1 1/2 c. brown sugar,2 tsp. dry mustard}","{Mix brown sugar and dry mustard.,Place bacon on wire rack on cookie sheet.,Coat with sugar mixture.,Bake at 300u00b0 until brown and crisp.,Drain and cool.}",www.cookbooks.com/Recipe-Details.aspx?id=336265,Gathered,"{bacon,brown sugar,dry mustard}"
551470,Nut Cake,"{6 eggs,1 lb. flour,1 lb. sugar,1 lb. raisins,1 c. whiskey,1 heaping tsp. baking powder,2 lb. pecans,1/2 lb. butter}","{Mix as any fruit cake.,Pour into 10-inch tube pan that is lined with brown paper and greased.,Bake at 250u00b0 to 275u00b0 for about 2 hours.,Place pan of water on top rack of oven over cake.}",www.cookbooks.com/Recipe-Details.aspx?id=529105,Gathered,"{eggs,flour,sugar,raisins,whiskey,baking powder,pecans,butter}"
551471,Congealed Salad,"{""1 large pkg. Jell-O (any flavor, strawberry or strawberry-banana is great)"",1 small can crushed pineapple,2 c. buttermilk (no kidding!),1 small container Cool Whip,1/2 to 1 c. chopped pecans (optional)}","{""In small saucepan, stir Jell-O and undrained pineapple together and bring to"",a boil.,""Set aside until room temperature. In very large mixing bowl, fold buttermilk into Cool Whip."",Stir the Jell-O and pineapple mixture into buttermilk and Cool Whip mixture.,Stir until well mixed and color is uniform.,Pour into large oblong Pyrex dish or mold (fits great in the Tupperware ring mold).,Makes a delicious holiday salad!!}",www.cookbooks.com/Recipe-Details.aspx?id=591420,Gathered,"{Jell-O,pineapple,buttermilk,pecans}"
551474,Poppy Seed Chicken,"{""4 chicken breasts, cooked, deboned and cut into pieces"",2 c. sour cream,2 cans cream of chicken soup,1 1/2 sticks margarine,""1/2 box (55 crackers) Ritz crackers, crushed"",2 Tbsp. poppy seed}","{Mix sour cream and soup; add chicken.,""Melt margarine, add crackers and poppy seed."",""Layer cracker mixture and chicken mixture in casserole, beginning and ending with crackers."",Bake at 350u00b0 for 1 hour.,Serves 8.}",www.cookbooks.com/Recipe-Details.aspx?id=221420,Gathered,"{chicken breasts,sour cream,cream of chicken soup,margarine,crackers,poppy seed}"
551475,Sweet And Spicy Chicken Wings,"{1 pkg. Good Seasons Italian salad dressing mix,1/2 c. honey,1/4 c. orange juice,24 chicken wings}","{""Mix together salad dressing mix, honey and orange juice."",Set aside 1/4 cup for dipping.,""Marinate 24 pieces of chicken wings (first and second joints) at least 1 hour, then broil 5 minutes on each side until chicken is cooked and glazed."",Serve with dipping sauce.}",www.cookbooks.com/Recipe-Details.aspx?id=276009,Gathered,"{Italian salad dressing,honey,orange juice,chicken}"
551476,Marinated Vegetables,"{3/4 c. sugar,1/3 c. vinegar,1 tsp. salt,1 tsp. dry mustard,1 c. oil,1 tsp. poppy seed,""your selection of vegetables (ex. onion, green peppers, broccoli, cauliflower, tomatoes and cucumbers), cut up""}","{Mix all the ingredients for the dressing in medium-size bowl. Prepare vegetables and place in large bowl.,Pour dressing over vegetables and refrigerate overnight.}",www.cookbooks.com/Recipe-Details.aspx?id=1015181,Gathered,"{sugar,vinegar,salt,dry mustard,oil,poppy seed,vegetables}"
551477,Vegetable Batter,"{1/4 c. flour,2 Tbsp. cornstarch,1/2 to 3/4 tsp. baking powder,1/4 tsp. salt,1/4 c. cold water,pinch of ginger,""vegetables, thoroughly dried""}","{Mix dry ingredients.,Add water.,Stir in ginger.,Dip vegetables in batter; drain and fry in deep oil.,""Use chunks of broccoli, cauliflower, zucchini, celery and mushrooms."",Drain on paper towels.}",www.cookbooks.com/Recipe-Details.aspx?id=233916,Gathered,"{flour,cornstarch,baking powder,salt,cold water,ginger,vegetables}"
551478,Banana Pudding,"{3 to 4 bananas,vanilla wafers,3 boxes vanilla instant pudding (sugar-free if desired),5 c. milk,1 small bowl Cool Whip,1 (8 oz.) bowl sour cream}","{Place sliced bananas and wafers in layers in dish.,Mix instant pudding and milk; add Cool Whip and sour cream.,Pour mixture over bananas and wafers.,Chill overnight.}",www.cookbooks.com/Recipe-Details.aspx?id=735791,Gathered,"{bananas,vanilla wafers,vanilla instant pudding,milk,bowl,sour cream}"
551479,Rice Pie,"{1 c. uncooked rice,5 c. milk,3/4 c. sugar,1 stick cinnamon,""2 eggs, beaten"",2 pie crusts}","{Soak 1 cup rice in 2 cups of milk for about 2 hours.,Add 2 more cups of milk.,Cook over low heat for about 20 minutes.,""When fully cooked, add 2 beaten eggs and sugar."",Add remaining milk (1 cup) and cinnamon.,Put in a few drops of whiskey to taste.,Add to mixture and stir.,Put in pie crust (do not cover with crust). Makes 2 pies.}",www.cookbooks.com/Recipe-Details.aspx?id=983702,Gathered,"{rice,milk,sugar,cinnamon,eggs}"
551480,Forgotten Cookies,"{2 egg whites,2/3 c. sugar,1 tsp. vanilla,1 c. nuts (pecans or walnuts),1 small pkg. semi-sweet chocolate chips}","{Beat egg whites until stiff.,Gradually add sugar.,Mix in vanilla.,Add nuts and chocolate chips.,Mix thoroughly.,Drop by spoon onto foil lined cookie sheets.,Place in 350u00b0 oven.,Turn oven off immediately.,Leave overnight or equivalent.,Makes 2 cookie sheets or about 3 dozen.}",www.cookbooks.com/Recipe-Details.aspx?id=575567,Gathered,"{egg whites,sugar,vanilla,nuts,semi-sweet chocolate chips}"
551481,Cabbage Rolls #1,"{9 to 12 cabbage leaves,1 1/2 lb. ground beef,1 onion chopped,1 tsp. salt,1/8 tsp. pepper,1/4 c. rice (more if desired),1 tsp. shortening,1 Tbsp. vinegar,1 can tomato soup,1 Tbsp. cornstarch,1 Tbsp. water}","{Remove cabbage leaves and cover with boiling water till they become limp.,Drain.,""Combine ground beef, 1/2 chopped onion, salt and pepper and rice."",Mix well.,Shape meat in oblong roll and roll in cabbage leaf using a toothpick to hold together.,Place stuffed leaves in roaster and cover with water.,Cook at 325u00b0 for 1 1/4 hours.,""In fry pan, saute remaining onion and shortening. Add vinegar and tomato soup."",""When cabbage rolls are done, drain and reserve 1 cup liquid."",Add heated soup ingredients to cabbage rolls with the reserved liquid.,Thicken with the cornstarch mixture.,Return to oven for about 15 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=7997,Gathered,"{cabbage,ground beef,onion,salt,pepper,rice,shortening,vinegar,tomato soup,cornstarch,water}"
551482,Corn Pudding,"{2 cans cream-style corn,1 can evaporated milk,4 eggs,1/2 c. flour,1/2 to 3/4 c. sugar,1 large jar diced pimentos,3/4 c. chopped green peppers,3/4 stick margarine,salt and pepper to taste}","{""Preheat oven to 375u00b0. Place margarine in large baking pan and heat until margarine is melted. Set aside. Beat together milk, eggs, flour, sugar, salt and pepper until well mixed. Add corn, green pepper and pimentos. Place mixture in baking pan. Bake at 375u00b0 for approximately 1 hour. Pudding is done when center appears jellied upon gently shaking pan.""}",www.cookbooks.com/Recipe-Details.aspx?id=101470,Gathered,"{cream-style,milk,eggs,flour,sugar,pimentos,green peppers,margarine,salt}"
551483,Nachos(Cheese Topped Tortilla Chips),"{""1 lb. Monterey Jack cheese, grated"",4 corn tortillas,""6 jalapeno peppers, sliced"",1 can refried beans (optional),cooking oil (for deep-frying chips)}","{""Cut each tortilla into 6 pie shape pieces. Heat oil and deep-fry tortillas until crisp. Drain and cool. Place chips on a cookie sheet. Spread each with beans, then sprinkle with cheese. Bake at 325u00b0 until cheese melts. Top each with"",""a jalapeno slice. Serve hot. Omit beans, if desired. Makes 6 servings. Preparation time: 0:45.""}",www.cookbooks.com/Recipe-Details.aspx?id=139219,Gathered,"{cheese,corn tortillas,peppers,beans,cooking oil}"
572133,Spiced Tea,"{2 c. sugar,2 c. Tang (orange),1 tsp. ground cinnamon,1 tsp. ground cloves,3/4 c. instant tea with lemon (and sugar; optional)}",{Mix all ingredients together and use for hot or cold tea.},www.cookbooks.com/Recipe-Details.aspx?id=945361,Gathered,"{sugar,ground cinnamon,ground cloves,lemon}"
551484,Hush Puppies,"{1 1/2 c. white cornmeal,1/2 c. self-rising flour,1 Tbsp. sugar,1/2 tsp. salt,""1 small onion, finely chopped"",""1 egg, beaten"",3/4 c. milk,oil (for deep frying)}","{Mix dry ingredients together in a large bowl.,""Add onion, egg and milk."",Stir until just mixed.,Drop by spoonfuls into hot oil in a deep pan.,Fry until brown.,Drain on paper towel.,Makes about 2 dozen.}",www.cookbooks.com/Recipe-Details.aspx?id=1071275,Gathered,"{white cornmeal,flour,sugar,salt,onion,egg,milk,oil}"
551485,Lemon Bars,"{2 Sticks Butter,2 c. Flour,1/2 c. Sugar,1/4 tsp. Salt,1/2 tsp. Baking Powder}","{""Press into a 9x13 pan and bake 20 minutes at 350u00b0, then cool.""}",www.cookbooks.com/Recipe-Details.aspx?id=820121,Gathered,"{Butter,Flour,Sugar,Salt,Baking Powder}"
551486,Peanut Butter Candy,"{1/2 stick butter,2 Tbsp. vanilla,1/2 c. peanut butter,1 c. milk,3 c. sugar}","{Add all ingredients; stir constantly over a medium heat. Boil till it forms a hard ball in cool water.,Place pot in water in sink and stir or beat until stiff.,Pour in a greased pan.}",www.cookbooks.com/Recipe-Details.aspx?id=63938,Gathered,"{butter,vanilla,peanut butter,milk,sugar}"
551487,Chicken Casserole,"{""1 chicken, cooked and deboned"",1 (8 oz.) container sour cream,1 can cream of chicken soup,1 stick margarine,1 tube Ritz crackers}","{Put chicken in bottom of a 2-quart casserole.,Mix sour cream and soup (do not add milk).,Pour this over chicken.,""Bake in oven 1/2 hour at 350u00b0 covered with lid, then remove lid last 10 minutes to brown.""}",www.cookbooks.com/Recipe-Details.aspx?id=198538,Gathered,"{chicken,sour cream,cream of chicken soup,margarine,crackers}"
551488,Sour Cream Dressing,"{1 c. sour cream,1/4 c. Blue cheese,1 onion (juice only),""1/8 c. parsley, dried"",1/2 tsp. salt}","{Remove water from sour cream by letting it stand awhile.,Add Blue cheese to sour cream and mash until cheese is dissolved.,Add juice of 1 onion.,Add parsley and salt.,Store in refrigerator in covered jar.,Makes 1 1/2 cups.}",www.cookbooks.com/Recipe-Details.aspx?id=1082536,Gathered,"{sour cream,cheese,onion,parsley,salt}"
551489,Chocolate Pie,"{3 c. sweet milk,2 Tbsp. cocoa,3 Tbsp. flour,1 c. sugar,3 egg yolks,1 Tbsp. vanilla}","{""Mix cocoa, flour and sugar."",""Beat milk and egg yolks, then add to dry mixture."",Cook until thick.,Remove from heat and add vanilla.,Pour into baked pie crust.,""Add meringue, if desired.""}",www.cookbooks.com/Recipe-Details.aspx?id=992042,Gathered,"{sweet milk,cocoa,flour,sugar,egg yolks,vanilla}"
551490,Corn-N-Bean Casserole,"{2 cans French-style green beans,2 cans Shoe Peg corn}","{Drain and then mix together.,Place in a casserole dish.}",www.cookbooks.com/Recipe-Details.aspx?id=71256,Gathered,"{green beans,corn}"
551491,Chocolate Chip Cookies,"{1 c. sugar,1 c. brown sugar,1 c. butter,2 1/2 c. oats (powder in blender),1 tsp. baking soda,1/2 tsp. salt,1 tsp. baking powder,2 eggs,1 tsp. vanilla,2 c. flour,12 oz. chocolate chips,""4 oz. Hershey bar, melted"",1 1/2 c. chopped pecans}","{Preheat oven to 375u00b0.,Mix the first 3 ingredients together. Blend next 6 ingredients together.,Gradually add flour to all of these ingredients.,""Add chocolate chips, Hershey bar and pecans. Drop \""golf ball\"" size cookies 2 inches apart on ungreased cookie sheet."",Bake 8 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=614548,Gathered,"{sugar,brown sugar,butter,oats,baking soda,salt,baking powder,eggs,vanilla,flour,chocolate chips,pecans}"
551492,Sunday Dinner Steaks,"{6 to 8 beef cube steaks,1 envelope dry onion-mushroom soup mix,1 can mushrooms with liquid,""1 medium onion, sliced thin"",1 can Franco-American beef gravy,1 gravy can water}","{Dredge steaks in flour and pepper.,Brown lightly on both sides in hot oil.,Place in greased 9 x 13-inch pan.,Sprinkle dry soup mix over top.,Cover with canned mushrooms and liquid.,Layer on sliced onions.,Pour gravy which has been mixed with 1 gravy can of water over top.,Do not stir.,Cover tightly with foil. Bake at 250u00b0 for 3 to 4 hours.}",www.cookbooks.com/Recipe-Details.aspx?id=852326,Gathered,"{beef,onion-mushroom soup mix,mushrooms,onion,beef gravy,water}"
551493,Marge'S Chili Bean Dip,"{1 lb. lean ground beef,""onion, chopped"",1 lb. Velveeta cheese,1 (15 oz.) can chili with beans,tortilla chips}","{Brown ground beef and onion.,Drain.,Add cheese and melt. Then add in chili with beans; mix well.,Serve dip hot with chips.}",www.cookbooks.com/Recipe-Details.aspx?id=523596,Gathered,"{lean ground beef,onion,Velveeta cheese,chili with beans,tortilla chips}"
551494,Marinated Slaw,"{3 lb. cabbage,4 oz. jar pimentos,1 Tbsp. salt,2 c. vinegar,2 c. sugar,2 green peppers,2 medium onions,2 Tbsp. mustard seed,2 c. water}","{Grate or chop vegetables.,""Then in a saucepan, combine vinegar, water and sugar."",""Heat, stirring until mixture comes to a boil and sugar is dissolved."",Cool and pour over cabbage mixture. Let stand 24 hours in refrigerator.,Can be stored in refrigerator for several days.}",www.cookbooks.com/Recipe-Details.aspx?id=440684,Gathered,"{cabbage,pimentos,salt,vinegar,sugar,green peppers,onions,water}"
551495,Deep Dark Chocolate Cake(From Hershey'S Cocoa),"{2 c. sugar,1 3/4 c. all-purpose flour,3/4 c. cocoa,1 1/2 tsp. baking soda,1 1/2 tsp. baking powder,1 tsp. salt,2 eggs,1 c. milk,1/2 c. oil,2 tsp. vanilla,1 c. boiling water}","{Preheat oven to 350u00b0.,Grease and flour either 2 (9 x 1 1/2-inch) or 1 (13 x 9 x 2-inch) pan.,""Combine dry ingredients. Add eggs, milk, oil and vanilla."",Stir in boiling water.,(Batter will be thin.),Pour into pans.,""Bake 30 to 35 minutes for round pans, 35 to 40 minutes for rectangular pan."",Cool in pan for 10 minutes.,Turn out onto cooling rack.}",www.cookbooks.com/Recipe-Details.aspx?id=991244,Gathered,"{sugar,flour,cocoa,baking soda,baking powder,salt,eggs,milk,oil,vanilla,boiling water}"
551496,Imperial Chicken,"{1 loaf unsliced bread,3/4 c. grated Parmesan or Romano cheese,1/4 c. chopped parsley (fresh or dry),""1 clove garlic, crushed or minced"",2 tsp. salt,1/8 tsp. pepper or 1 tsp. garlic salt,1/4 lb. butter}","{Remove crust from loaf of unsliced bread.,Grate into fine crumbs (2 or more cups).,Spread out on pan to dry overnight.,(May substitute this amount of cornflake crumbs.),""Mix crumbs with cheese, parsley, garlic, salt and pepper."",""Dip each piece of chicken into melted butter (1/4 pound in all), then into crumb mixture."",Be sure each piece is well coated.,Arrange pieces without overlapping in a shallow roasting pan.,Dot with 2 tablespoons of butter.,""Bake 1 hour or until fork-tender, at 350u00b0. Do not turn pieces.""}",www.cookbooks.com/Recipe-Details.aspx?id=563834,Gathered,"{bread,Romano cheese,parsley,clove garlic,salt,pepper,butter}"
551497,Southern Zucchini,"{2 lb. zucchini,1 large grated carrot,""1 large onion, grated"",1 c. cream of chicken soup,1/2 lb. herb dressing,1 c. sour cream}","{Peel and dice zucchini; boil 10 minutes or until tender.,""Mix onion, carrot, soup and sour cream; add drained zucchini to mixture."",Make stuffing with butter and water.,Line casserole with stuffing mix; add zucchini mixture and put the rest of the stuffing mixture over the top.,Bake 1 hour and 20 minutes covered and 40 minutes uncovered at 350u00b0.}",www.cookbooks.com/Recipe-Details.aspx?id=248435,Gathered,"{zucchini,carrot,onion,cream of chicken soup,herb dressing,sour cream}"
551499,Skinless Fried Chicken,"{1 chicken,chicken breader,1 c. shortening,salt}","{Remove skin from chicken and wash.,Soak overnight or during the day in salty water.,""Dip chicken in chicken breader and fry slowly, about 40 minutes."",Then remove part of oil and bake about 20 or 30 minutes at 350u00b0.,Ovens may vary.}",www.cookbooks.com/Recipe-Details.aspx?id=203197,Gathered,"{chicken,chicken breader,shortening,salt}"
551500,Microwave Beef Stew,"{2 lb. stew meat,1 tsp. salt,2 tsp. Worcestershire sauce,2 c. boiling water,""2 large potatoes, pared and cut in eighths"",""2 medium carrots, cut in thin strips"",""1 large onion, cut in eighths""}","{Place meat into a 4-quart glass casserole.,""Add salt, Worcestershire sauce and boiling water; cover with an all-glass lid."",Cook in microwave oven 10 minutes on High.,""Add potatoes, carrots and onion to liquid in casserole."",Stir.,""Cook, covered, in microwave for 60 to 75 minutes at Simmer or until meat is tender."",Stir occasionally.,Be sure meat and veggies are covered with liquid during cooking.,""Add hot water if needed; let stand, covered, 15 to 20 minutes."",""Thicken liquid for gravy, if desired.""}",www.cookbooks.com/Recipe-Details.aspx?id=528044,Gathered,"{stew meat,salt,Worcestershire sauce,boiling water,potatoes,carrots,onion}"
551501,Simply Elegant Steak And Rice,"{1 1/2 to 2 lb. round steak,1 1/2 Tbsp. oil,""2 large onions, cut in 1/2-inch slices and separated into rings"",1 can mushroom soup,1 1/2 tsp. garlic salt,1/2 c. dry sherry (optional),3 c. cooked rice (your choice)}","{Cut steak into thin strips (best when frozen).,Brown in oil. Add onions. Saute until tender.,""Blend remaining ingredients, except rice, and add to steak."",""Add 1 can of mushrooms, if desired."",Bake at 350u00b0 for 1 hour.,Serves 4 to 6.}",www.cookbooks.com/Recipe-Details.aspx?id=645306,Gathered,"{oil,onions,mushroom soup,garlic salt,sherry,rice}"
551502,Summer Tasting Barbecue Spareribs Anytime,"{2 lb. pork spareribs,1 1/2 c. honey,1 bottle barbecue sauce}","{Pour honey and barbecue into two separate bowls.,""Dip spareribs into honey bowl first, thoroughly coating rib."",""Next, dip rib into barbecue sauce, coating to preference."",Layer ribs in crock-pot and cook on low setting for six hours.}",www.cookbooks.com/Recipe-Details.aspx?id=927923,Gathered,"{pork spareribs,honey,barbecue sauce}"
551503,Hummingbird Cake,"{3 eggs,""3 bananas, mashed"",3 c. flour,1 tsp. salt,1 (8 oz.) can crushed pineapple,2 c. sugar,1 1/4 c. oil,1 tsp. soda,1 tsp. cinnamon,""1 c. pecans, chopped""}","{""Cream eggs, sugar, bananas and oil together; sift dry ingredients and add to creamed mixture."",Add pineapple and fold in pecans.,Bake at 350u00b0 for 25 minutes.,Cool and frost.}",www.cookbooks.com/Recipe-Details.aspx?id=331957,Gathered,"{eggs,bananas,flour,salt,pineapple,sugar,oil,soda,cinnamon,pecans}"
551504,Dressing For Cabbage Slaw,"{1 onion,""1 large head cabbage, shredded"",7/8 c. sugar,2 Tbsp. sugar,1 Tbsp. celery seed,1 c. vinegar,1 Tbsp. salt,3/4 c. salad oil,1 Tbsp. mustard}","{Slice onion thinly and shred cabbage.,Pour 7/8 cup sugar over vegetables.,""Heat the 2 tablespoons sugar, celery seed, vinegar, salt, salad oil and mustard and pour over cabbage while hot."",Let set 4 hours or more before eating.}",www.cookbooks.com/Recipe-Details.aspx?id=711450,Gathered,"{onion,head cabbage,sugar,sugar,celery,vinegar,salt,salad oil,mustard}"
551505,Peach Cobbler,"{1 large can peaches in light syrup,1 small can peaches in heavy syrup,1 yellow cake mix,butter slices}","{Pour in both cans of peaches.,Top with cake mix.,Put slices of butter all over the top of cake mix about every 3 inches.,Put in 350u00b0 oven until light brown on top.}",www.cookbooks.com/Recipe-Details.aspx?id=582944,Gathered,"{peaches,peaches,yellow cake,butter}"
551506,Pork Cutlets,"{1-1/2 lbs pork tenderloins,1 c flour,""3 eggs, beaten"",1 c plain bread crumbs,1/4 c olive oil,1 tbsp butter}","{Cut tenderloins crosswise into 1 inch rounds.,Pound the pieces gently between sheets of plastic wrap until they are thin cutlets.,""Dredge each piece in flour then water, then eggs, then bread crumbs."",Refrigerate for 1 hour to keep the breading on better when frying.,Heat the oil in a skillet over moderate heat. Add butter.,Fry the cutlets a few at a time until they are golden brown.,""Put a rack in the bottom of a roasting pan, then crumple aluminum foil on top of the rack."",Place the cutlets on top of the foil.,Add 1 cup water to the bottom of the pan.,Cover tightly with foil.,Bake at 350u00b0 for 40 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=7141,Gathered,"{pork tenderloins,flour,eggs,bread crumbs,olive oil,butter}"
551507,Chocolate Covered Cherries,"{2 lb. confectioners sugar,1/2 c. butter,12 oz. semi-sweet chocolate chips,1 (15 oz.) can condensed milk,maraschino cherries,1/2 bar paraffin}","{Let cherries drain.,Freeze cherries.,""Mix sugar, milk and butter."",Shape into 1-inch balls.,Flatten to about 1/2 dollar. Place frozen cherries in center; wrap mixture completely around. Chill overnight.,Boil chocolate chips and paraffin.,Dip in mixture with cherries.,Place on wax paper to dry.}",www.cookbooks.com/Recipe-Details.aspx?id=786453,Gathered,"{confectioners sugar,butter,semi-sweet chocolate chips,condensed milk,maraschino cherries,paraffin}"
551508,Cabbage Rolls,"{3 lb. hamburger meat,3 cakes sausage,1 1/2 c. cooked rice,1 medium onion,salt and pepper,1/4 tsp. celery salt,1/4 tsp. thyme,1/4 tsp. oregano,2 small cans tomato sauce,2 large heads cabbage}","{Cook hamburger meat and sausage and drain.,""Add rice, onion, salt and pepper, celery salt, thyme and oregano and cook until mixed."",Put cabbage in hot water to wilt.,Cut leaves from cabbage head.,""Add meat mixture, then roll this mixture up in the cabbage leaf."",Stick a toothpick through to secure the leaf.,Pour tomato sauce over the cabbage rolls and cover with foil.,Cook at 350u00b0 for 30 minutes.,Makes 15 to 20 cabbage rolls.}",www.cookbooks.com/Recipe-Details.aspx?id=622811,Gathered,"{hamburger meat,cakes sausage,rice,onion,salt,celery salt,thyme,oregano,tomato sauce,cabbage}"
