id,ingredients_normalized
1701,"""['margarine', 'flour', 'sugar']"""
1702,"""['potato', 'mayonnaise', 'pickle', 'shallot', 'vinegar', 'sugar', 'salt', 'olive oil', 'corn']"""
1703,"""['applesauce', 'egg', 'water', 'mincemeat', 'nut']"""
1704,"""['vanilla wafers', 'powdered sugar', 'cocoa', 'walnut', 'coconut', 'corn syrup', 'bourbon']"""
1705,"""['vinegar', 'salad oil', 'curry powder', 'onion', 'rice', 'chicken', 'almond', 'celery', 'mayonnaise', 'salt', 'pepper', 'green pepper']"""
1706,"""['sausage', 'bean', 'rice', 'pepper', 'onion', 'salsa']"""
1707,"""['basil', 'garlic', 'pine nut', 'salt', 'parmesan', 'olive oil', 'pasta']"""
1708,"""['cabbage', 'parsley', 'carrot', 'celery', 'onion', 'sugar substitute', 'vinegar']"""
1709,"""['strawberry', 'cake mix', 'strawberry jello', 'cool whip']"""
1710,"""['green bean', 'tomato', 'pepper']"""
1711,"""['cauliflower', 'garlic', 'anchovy', 'olive oil', 'breadcrumb', 'salt', 'pepper']"""
1712,"""['cake mix', 'brown sugar', 'flour', 'butter', 'cinnamon']"""
1713,"""['corn', 'bacon', 'onion', 'milk', 'potato', 'salt', 'pepper']"""
1714,"""['shortening', 'brown sugar', 'sugar', 'egg', 'water', 'vanilla', 'oat', 'flour', 'salt', 'baking soda']"""
1715,"""['cooking oil', 'sugar', 'egg', 'raisin bran cereal', 'buttermilk', 'flour', 'salt', 'baking soda']"""
1716,"""['soy sauce', 'brown sugar', 'garlic', 'ginger', 'm.s.g.', 'pepper', 'chicken']"""
1717,"""['rib', 'crisco', 'onion', 'salt', 'pepper', 'water', 'sauerkraut']"""
1718,"""['fruit cocktail', 'pineapple', 'cornstarch', 'sugar', 'egg yolk', 'cool whip', 'nut', 'marshmallow', 'mandarin orange']"""
1719,"""['oleo', 'brown sugar', 'milk', 'pecan', 'egg', 'salt', 'vanilla', 'karo sugar']"""
1720,"""['corn', 'bell pepper', 'celery', 'vinegar', 'vegetable oil', 'sugar', 'onion', 'parsley', 'seasoned salt', 'garlic powder']"""
1721,"""['egg', 'corn', 'sugar', 'flour', 'milk', 'butter', 'salt', 'pepper']"""
1722,"""['shortening', 'beef', 'onion', 'salt', 'pepper', 'cheese', 'mushroom', 'noodle', 'tomato', 'water']"""
1723,"""['orange', 'pineapple', 'coconut', 'banana']"""
1724,"""['vanilla', 'peach', 'egg']"""
1725,"""['flour', 'brown sugar', 'soda', 'buttermilk', 'cornmeal', 'salt', 'egg', 'shortening']"""
1726,"""['cabbage', 'vinegar', 'water', 'mustard', 'oil', 'onion', 'sugar', 'celery seed', 'salt']"""
1727,"""['graham cracker', 'oleo', 'sugar', 'cinnamon', 'cream cheese', 'sour cream', 'egg', 'vanilla']"""
1728,"""['baking mix', 'water']"""
1729,"""['vinegar', 'onion', 'chili sauce', 'oil', 'salt', 'sugar', 'worcestershire sauce', 'garlic']"""
1730,"""['cake mix', 'cooking oil', 'egg', 'mandarin orange']"""
1731,"""['chicken', 'flour', 'curry powder', 'oil', 'sugar', 'chicken bouillon', 'water', 'apricot', 'onion', 'mushroom', 'soy sauce', 'lemon juice']"""
1732,"""['beef', 'onion', 'tomato sauce', 'tomato paste', 'tomato', 'wine', 'salt', 'pepper', 'oregano', 'basil', 'garlic']"""
1733,"""['beef', 'bread', 'egg', 'milk', 'onion', 'worcestershire sauce', 'salt', 'mustard', 'pepper', 'sage', 'garlic powder', 'ketchup']"""
1734,"""['beef', 'onion', 'butter', 'flour', 'salt', 'garlic', 'pepper', 'mushroom', 'chicken broth', 'sour cream', 'noodle', 'parsley']"""
1735,"""['chicken', 'stove top stuffing', 'margarine', 'cream of chicken soup', 'cream of celery soup', 'cream of mushroom soup', 'chicken bouillon']"""
1736,"""['cream cheese', 'sour cream', 'tomato soup', 'mustard', 'frank', 'tabasco']"""
1737,"""['egg white', 'milk', 'corn meal', 'catfish', 'salt', 'garlic powder', 'cayenne pepper', 'pepper', 'cooking oil']"""
1738,"""['mushroom', 'butter', 'salt', 'pepper', 'vinegar', 'oil', 'dill']"""
1739,"""['egg', 'margarine', 'crisco', 'sugar', 'flour', 'cocoa', 'sour cream', 'baking powder', 'salt', 'vanilla']"""
1740,"""['butter', 'sugar', 'flour', 'lemon extract', '7 up', 'egg']"""
1741,"""['egg', 'sugar', 'vanilla', 'milk']"""
1742,"""['margarine', 'sugar', 'egg', 'flour', 'baking powder', 'salt', 'cinnamon', 'allspice', 'nutmeg', 'baking soda', 'milk', 'raisin', 'nut']"""
1743,"""['whole wheat shell', 'yogurt', 'honey', 'lemon juice', 'balsamic vinegar', 'dill', 'celery seed', 'paprika', 'pepper', 'tuna', 'pea', 'celery', 'red pepper', 'green onion']"""
1744,"""['cucumber', 'onion', 'salt', 'sugar', 'vinegar']"""
1745,"""['pork', 'sauerkraut', 'seasoning']"""
1746,"""['cauliflower', 'broccoli', 'margarine', 'rice flour', 'milk', 'cheese', 'egg', 'nutmeg']"""
1747,"""['ham', 'butter', 'onion', 'green pepper', 'garlic', 'tomato', 'water', 'salt', 'thyme', 'hot pepper sauce', 'rice']"""
1748,"""['apple', 'sugar', 'cinnamon', 'raisin', 'water']"""
1749,"""['chicken', 'potato', 'carrot', 'chicken broth', 'salt', 'pepper', 'green bean']"""
1750,"""['cabbage', 'sugar', 'flour', 'cream', 'salt', 'pepper', 'bacon']"""
1751,"""['sausage', 'crouton', 'cheddar cheese', 'mushroom', 'milk', 'egg', 'cream of mushroom soup', 'mustard']"""
1752,"""['egg', 'sugar', 'vanilla', 'apple', 'oil', 'walnut', 'flour', 'baking soda', 'cinnamon', 'salt']"""
1753,"""['beet', 'brown sugar', 'vinegar', 'water', 'salt', 'cinnamon', 'cloves', 'egg', 'sugar']"""
1754,"""['cracker', 'milk', 'beef', 'egg', 'onion', 'salt', 'pepper', 'sage', 'brown sugar', 'catsup', 'nutmeg', 'mustard']"""
1755,"""['margarine', 'cocoa', 'water', 'flour', 'sugar', 'egg', 'buttermilk', 'soda', 'vanilla']"""
1756,"""['tomato', 'onion', 'jalapeno', 'tomato sauce', 'salt', 'cilantro', 'cumin']"""
1757,"""['sugar', 'banana', 'flour', 'baking soda', 'baking powder', 'vanilla', 'oil', 'egg', 'nut']"""
1758,"""['vegetable oil', 'vinegar', 'water', 'mayonnaise', 'celery', 'mustard', 'worcestershire sauce', 'pepper', 'pimento', 'sugar', 'salt', 'macaroni', 'cheddar cheese', 'onion']"""
1759,"""['crescent roll', 'cream cheese', 'miracle whip', 'ranch dressing', 'broccoli', 'cauliflower', 'red pepper', 'carrot', 'radish', 'mozzarella', 'cheddar']"""
1760,"""['cake mix', 'evaporated milk', 'sugar', 'salt', 'margarine', 'pumpkin', 'egg', 'pumpkin pie spice', 'nut']"""
1761,"""['butter', 'sugar', 'egg', 'potato', 'vanilla', 'nutmeg', 'cinnamon', 'flour', 'pecan', 'coconut']"""
1762,"""['cheese', 'cream cheese', 'garlic', 'smoked cheese', 'garlic powder', 'dry mustard', 'horseradish', 'nut', 'paprika', 'chili powder']"""
1763,"""['biscuit', 'sugar', 'cinnamon', 'butter', 'apple', 'nut', 'raisin']"""
1764,"""['chicken', 'celery', 'grape', 'almond', 'salt', 'pepper', 'mayonnaise', 'sour cream', 'lettuce']"""
1765,"""['beef', 'sherry', 'soy sauce', 'sugar', 'salt', 'cinnamon']"""
1766,"""['ham', 'pea', 'water', 'onion', 'carrot', 'potato', 'celery', 'marjoram', 'pepper']"""
1767,"""['corn', 'sour cream', 'egg', 'milk', 'corn bread']"""
1768,"""['beef', 'onion', 'flour', 'salt', 'pepper', 'mushroom', 'chicken broth', 'noodle']"""
1769,"""['egg', 'margarine', 'coconut', 'sugar', 'vanilla', 'bean', 'pie shell']"""
1770,"""['sugar', 'egg', 'shortening', 'coffee', 'cocoa', 'flour', 'baking powder', 'vanilla', 'water']"""
1771,"""['corn', 'salt', 'pepper', 'cracker', 'butter']"""
1772,"""['pineapple juice', 'apricot nectar', 'club soda', 'pineapple sherbet']"""
1773,"""['chicken', 'egg', 'chicken broth', 'celery', 'almond', 'salt', 'pepper', 'lemon juice', 'mayonnaise', 'potato chip']"""
1774,"""['raisin', 'currant', 'fig', 'citron', 'cherry', 'pineapple', 'lemon', 'orange', 'pecan', 'egg', 'shortening', 'cinnamon', 'flour', 'milk', 'jelly', 'baking powder', 'vanilla', 'salt', 'brown sugar']"""
1775,"""['olive oil', 'garlic', 'clam', 'clam juice', 'pepper', 'parsley', 'linguine']"""
1776,"""['water', 'pineapple', 'walnut', 'dream whip', 'jello', 'banana', 'strawberry', 'cream cheese']"""
1777,"""['tomato', 'vinegar', 'pepper', 'onion', 'sugar', 'salt', 'mustard', 'cinnamon', 'ginger']"""
1778,"""['butter', 'sugar', 'corn syrup', 'milk', 'vanilla', 'nut']"""
1779,"""['cake mix', 'cherry pie filling', 'almond extract', 'egg']"""
1780,"""['green bean', 'vinegar', 'vegetable oil', 'onion']"""
1781,"""['flour', 'sugar', 'baking powder', 'oil', 'milk', 'egg', 'blueberry']"""
1782,"""['vanilla wafers', 'banana', 'sour cream', 'milk', 'water', 'pudding', 'cool whip']"""
1783,"""['flour', 'salt', 'pepper', 'paprika', 'shortening', 'chicken']"""
1784,"""['milk chocolate', 'white sugar', 'water', 'pecan', 'marshmallow', 'vanilla']"""
1785,"""['chicken', 'chicken broth', 'butter', 'onion', 'pepperidge stuffing', 'cream of chicken soup', 'cream']"""
1786,"""['potato', 'salad oil', 'vinegar', 'lemon juice', 'onion', 'salt', 'parsley', 'bacon', 'pepper']"""
1787,"""['egg', 'sugar', 'lemon juice', 'baking powder', 'pumpkin', 'flour', 'nutmeg', 'cinnamon']"""
1788,"""['mayonnaise', 'pepper', 'salt', 'lemon juice', 'vinegar', 'sugar']"""
1789,"""['tomato', 'salt', 'olive oil', 'butter', 'pepper', 'onion', 'basil', 'garlic']"""
1790,"""['pineapple', 'cherry pie filling', 'whipping topping', 'condensed milk', 'walnut']"""
1791,"""['flour', 'brown sugar', 'butter', 'water', 'molasses', 'egg', 'baking soda']"""
1792,"""['squash', 'onion', 'sour cream', 'cracker', 'cheese', 'butter', 'salt', 'pepper', 'spice']"""
1793,"""['hamburger', 'flour', 'mushroom', 'sour cream', 'parsley', 'chicken broth']"""
1794,"""['chicken', 'rice', 'egg', 'cream of mushroom soup', 'celery', 'onion', 'lemon juice', 'almond', 'bread crumb', 'butter']"""
1795,"""['broccoli', 'egg', 'cheese soup', 'oregano', 'tomato', 'cheese']"""
1796,"""['mostaccioli', 'hamburger', 'pepper', 'garlic', 'romano cheese', 'provolone', 'tomato sauce', 'cottage cheese', 'mozzarella']"""
1797,"""['egg', 'milk', 'flour', 'sugar', 'baking powder', 'salt', 'oil', 'powdered sugar']"""
1798,"""['strawberry', 'cherry', 'sugar', 'lemonade', 'orange juice']"""
1799,"""['apple cider', 'brown sugar', 'allspice', 'cloves', 'cinnamon', 'nutmeg', 'orange']"""
1800,"""['hot dog', 'pork and beans', 'chili', 'stewed tomato', 'onion', 'ground beef', 'water', 'bell pepper']"""
1801,"""['black-eyed pea', 'great northern bean', 'pinto bean', 'kidney bean', 'lima bean', 'navy bean', 'split pea']"""
1802,"""['butter', 'shortening', 'powdered sugar', 'granulated sugar', 'egg', 'flour', 'cream of tartar', 'soda', 'vanilla']"""
1803,"""['butter', 'cream cheese', 'flour', 'sugar', 'strawberry']"""
1804,"""['butter', 'sugar', 'chocolate', 'vanilla', 'egg', 'crust', 'whipped cream']"""
1805,"""['berry', 'sugar', 'margarine', 'flour', 'milk', 'water']"""
1806,"""['salt', 'pepper', 'romaine', 'salami', 'giardiniera', 'olive', 'roasted red pepper', 'artichoke', 'balsamic vinegar', 'olive oil']"""
1807,"""['butter', 'sugar', 'flour', 'baking powder', 'milk', 'egg white', 'vanilla', 'lemon extract']"""
1808,"""['cream of chicken soup', 'cream of mushroom soup', 'milk', 'onion', 'green chili salsa', 'sour cream', 'cheddar', 'chicken', 'corn tortilla']"""
1809,"""['chicken', 'cream of chicken soup', 'salt', 'pepper', 'cream of mushroom soup', 'oleo', 'chicken broth']"""
1810,"""['bean soup mix', 'ham', 'garlic salt', 'pepper', 'seasoning', 'onion salt']"""
1811,"""['flour', 'sugar', 'baking powder', 'salt', 'cocoa', 'powdered milk', 'egg', 'shortening', 'water', 'vanilla', 'pecan']"""
1812,"""['beef', 'onion', 'celery', 'green pepper', 'tomato', 'catsup', 'brown sugar', 'vinegar', 'worcestershire sauce', 'steak sauce', 'garlic salt', 'mustard', 'paprika', 'hamburger bun']"""
1813,"""['catsup', 'butter', 'chili powder', 'brown sugar', 'salt', 'paprika', 'black pepper', 'lemon juice', 'worcestershire sauce', 'vinegar', 'water', 'mustard', 'chicken']"""
1814,"""['vanilla wafers', 'butter', 'cream cheese', 'whip', 'cherry pie filling', 'sugar']"""
1815,"""['egg white', 'baking powder', 'nut', 'sugar', 'vanilla', 'cracker', 'whipped cream', 'powdered sugar']"""
1816,"""['butter', 'cream cheese', 'flour', 'egg', 'apple', 'sugar', 'cinnamon']"""
1817,"""['noodle', 'egg', 'milk', 'sugar', 'peach', 'vanilla']"""
1818,"""['sugar', 'pretzel', 'butter', 'powdered sugar', 'whipped topping', 'cream cheese', 'marshmallow', 'strawberry jello', 'water', 'strawberry']"""
1819,"""['fruit', 'sugar', 'flour', 'water', 'cake mix', 'margarine', 'pecan']"""
1820,"""['brown sugar', 'corn syrup', 'butter', 'salt', 'pecan', 'potato']"""
1821,"""['bread', 'bacon', 'cheese']"""
1822,"""['butter', 'flour', 'potato', 'onion', 'pork', 'cooking oil', 'salt', 'pepper', 'chicken broth', 'paprika', 'parsley']"""
1823,"""['egg yolk', 'flour', 'cocoa', 'sugar', 'milk', 'vanilla']"""
1824,"""['grapefruit', 'water', 'sugar']"""
1825,"""['tomato', 'water', 'onion', 'celery', 'bay leaf', 'parsley', 'salt', 'paprika', 'sugar']"""
1826,"""['strawberry jello', 'sugar', 'pineapple juice', 'orange juice', 'lemon juice', 'ginger ale']"""
1827,"""['apple', 'raisin', 'nut', 'flour', 'brown sugar', 'egg']"""
1828,"""['sugar', 'margarine', 'egg', 'flour', 'banana', 'nut']"""
1829,"""['green onion', 'green pepper', 'tomato', 'celery', 'cabbage', 'carrot', 'onion soup mix', 'red pepper flakes', 'bouillon', 'v-8 juice']"""
1830,"""['butter', 'brown sugar', 'egg', 'vanilla', 'flour', 'baking soda', 'baking powder', 'salt', 'yogurt']"""
1831,"""['potato', 'sugar', 'flour', 'egg', 'butter', 'milk', 'baking powder', 'salt', 'nutmeg', 'butter flavoring']"""
1832,"""['potato', 'corn', 'onion', 'beef', 'carrot', 'salt', 'pepper', 'tomato']"""
1833,"""['chicken', 'margarine', 'salt', 'pepper', 'biscuit', 'flour', 'milk']"""
1834,"""['pecan', 'flour', 'baking powder', 'salt', 'baking soda', 'cinnamon', 'cloves', 'shortening', 'sugar', 'egg', 'pumpkin', 'water']"""
1835,"""['brownie mix']"""
1836,"""['cream cheese', 'sour cream', 'taco seasoning']"""
1837,"""['cranberry juice', 'raspberry sherbet']"""
1838,"""['cabbage', 'onion', 'sugar', 'vinegar', 'celery seed', 'oil', 'salt']"""
1839,"""['crab meat', 'onion', 'butter', 'pepper', 'mushroom soup', 'potato soup', 'celery soup', 'milk']"""
1840,"""['egg', 'syrup', 'sugar', 'butter', 'vanilla', 'pecan', 'pie shell']"""
1841,"""['flour', 'sugar', 'baking powder', 'oil', 'milk', 'egg', 'vanilla', 'chocolate']"""
1842,"""['powdered sugar', 'butter', 'egg', 'creme de menthe', 'chocolate']"""
1843,"""['pork', 'curry powder', 'onion', 'butter', 'mango chutney', 'cream', 'cornstarch']"""
1844,"""['cream of mushroom soup', 'mushroom', 'pecan', 'butter', 'rice', 'salt', 'nutmeg']"""
1845,"""['marshmallow', 'nut', 'milk', 'whiskey', 'whipped cream']"""
1846,"""['hamburger', 'mushroom soup', 'water', 'onion', 'carrot', 'potato']"""
1847,"""['clam', 'clam juice', 'garlic', 'olive oil', 'parsley', 'salt', 'pepper', 'parmesan', 'pasta']"""
1848,"""['butter', 'vanilla', 'pecan', 'chocolate', 'sugar', 'flour', 'powdered sugar']"""
1849,"""['powdered creamer', 'nonfat dry milk', 'chocolate drink mix', 'powdered sugar']"""
1850,"""['beef', 'rice', 'water', 'garlic', 'tomato sauce', 'worcestershire sauce', 'onion', 'salt', 'celery', 'pepper', 'sugar']"""
1851,"""['soda cracker', 'brown sugar', 'graham cracker', 'milk', 'butter', 'vanilla', 'chocolate']"""
1852,"""['cream cheese', 'sour cream', 'sugar', 'egg', 'vanilla', 'graham cracker']"""
1853,"""['lemon jello', 'black cherry jello', 'water', 'nut', 'black cherry', 'pineapple']"""
1854,"""['butter', 'flour', 'pecan', 'salt']"""
1855,"""['corn bread mix', 'broccoli', 'onion', 'egg', 'butter', 'cheddar cheese']"""
1856,"""['water', 'yeast', 'sugar', 'flour', 'milk', 'oil']"""
1857,"""['pinto bean', 'onion', 'tomato', 'garlic', 'bay leaf', 'olive oil', 'ham hock', 'paprika']"""
1858,"""['pork', 'potato']"""
1859,"""['corn', 'buttermilk', 'vegetable oil', 'egg', 'cornbread mix', 'green chili', 'cheddar cheese']"""
1860,"""['fruit cocktail', 'pineapple', 'cottage cheese', 'cool whip', 'jello', 'pecan']"""
1861,"""['oleo', 'sugar', 'egg', 'banana', 'vanilla', 'flour', 'soda', 'buttermilk', 'salt']"""
1862,"""['cabbage', 'water', 'salt', 'vinegar', 'apple', 'sugar', 'bay leaf', 'cloves']"""
1863,"""['chicken', 'egg', 'bread crumb', 'oil', 'asparagus soup', 'milk', 'water', 'rice', 'parsley']"""
1864,"""['sugar', 'cocoa', 'evaporated milk', 'corn syrup', 'butter', 'vanilla']"""
1865,"""['butter', 'carrot', 'onion', 'cabbage', 'parsley', 'salt', 'chicken broth', 'green bean', 'caraway seed', 'cheese']"""
1866,"""['flour', 'brown sugar', 'shortening', 'baking powder', 'soda', 'cinnamon', 'nutmeg', 'buttermilk', 'egg']"""
1867,"""['butter', 'water', 'stuffing', 'sausage', 'parmesan', 'spinach', 'egg', 'bacon']"""
1868,"""['butter', 'coconut', 'cream of coconut', 'milk', 'cool whip', 'pineapple', 'rum']"""
1869,"""['pretzel', 'butter', 'sugar', 'cool whip', 'cream cheese', 'raspberry', 'water', 'frozen raspberry']"""
1870,"""['potato', 'butter', 'milk', 'salt', 'pepper', 'egg', 'paprika']"""
1871,"""['yam', 'sweet potato', 'pineapple', 'peach', 'nut', 'marshmallow', 'butter']"""
1872,"""['butter', 'sugar', 'egg', 'flour', '7-up', 'lemon extract']"""
1873,"""['banana', 'butter', 'egg', 'flour', 'baking powder', 'baking soda', 'cinnamon', 'water', 'walnut', 'sweetener', 'vanilla']"""
1874,"""['chicken', 'onion', 'butter', 'mushroom', 'cream of mushroom soup', 'cream of chicken soup', 'cheese', 'tabasco', 'soy sauce', 'salt', 'pepper', 'accent', 'pimento', 'asparagus', 'almond']"""
1875,"""['shortening', 'white sugar', 'brown sugar', 'egg', 'vanilla', 'flour', 'soda', 'baking powder', 'salt', 'oat', 'rice krispie', 'coconut', 'nut', 'half and half']"""
1876,"""['peach', 'sugar', 'orange', 'cherry']"""
1877,"""['chicken', 'margarine', 'lemon juice', 'paprika', 'pepper', 'garlic powder']"""
1878,"""['macaroni', 'milk', 'celery soup', 'mushroom soup', 'mushroom', 'cheese', 'chicken', 'salt', 'onion', 'egg']"""
1879,"""['mushroom', 'olive oil', 'tarragon vinegar', 'parsley', 'chive', 'tarragon']"""
1880,"""['butter', 'crisco', 'egg', 'flour', 'sugar', 'baking powder', 'milk', 'vanilla', 'lemon', 'almond']"""
1881,"""['yeast', 'water', 'oatmeal', 'brown sugar', 'shortening', 'salt', 'boiling water', 'flour', 'nut']"""
1882,"""['cake mix', 'sugar', 'pineapple', 'cool whip', 'pudding', 'coconut']"""
1883,"""['butter', 'cream of mushroom soup', 'cream of chicken soup', 'cream of celery soup', 'rice', 'chicken', 'paprika']"""
1884,"""['shrimp', 'cream cheese', 'catalina salad dressing', 'parsley']"""
1885,"""['butter', 'sugar', 'flour', 'baking powder', 'salt', 'egg', 'milk', 'vanilla', 'almond extract']"""
1886,"""['margarine', 'cheddar cheese soup', 'cream of mushroom', 'sour cream', 'onion', 'pepper', 'potato']"""
1887,"""['tomato', 'water', 'pickling lime', 'apple cider vinegar', 'sugar', 'salt', 'pickling spice', 'cloves', 'celery seed']"""
1888,"""['chicken', 'cream of chicken soup', 'tomato', 'bell pepper', 'onion', 'chili powder', 'garlic powder', 'cheese', 'doritos']"""
1889,"""['green bean', 'mushroom soup', 'milk', 'onion ring', 'bacon', 'pepper']"""
1890,"""['cake mix', 'egg', 'pudding', 'chocolate', 'oil', 'water', 'sour cream', 'pecan']"""
1891,"""['chicken', 'noodle', 'onion', 'bell pepper', 'margarine', 'celery salt', 'pepper', 'flour', 'milk', 'cheddar cheese', 'mushroom soup', 'chicken soup']"""
1892,"""['jello', 'water', 'pineapple', 'carrot']"""
1893,"""['avocado', 'lemon juice', 'sour cream', 'garlic', 'onion', 'tomato', 'celery salt', 'oregano', 'cayenne pepper']"""
1894,"""['corn', 'peanut', 'brown sugar', 'margarine', 'corn syrup', 'salt', 'baking soda']"""
1895,"""['bacon', 'mushroom', 'garlic', 'green pepper', 'egg', 'cheese', 'parsley', 'spaghetti']"""
1896,"""['butter', 'sugar', 'cream cheese', 'chocolate pudding', 'milk', 'cool whip', 'oreo']"""
1897,"""['beef', 'pork', 'onion soup mix', 'ketchup', 'chili sauce', 'mustard']"""
1898,"""['chicken', 'bread crumb', 'parmesan cheese', 'oregano', 'garlic powder', 'pepper', 'butter', 'parsley', 'cheese']"""
1899,"""['shrimp', 'oleo', 'garlic', 'paprika', 'salt', 'pepper', 'cayenne pepper', 'worcestershire sauce']"""
1900,"""['flour', 'baking powder', 'salt', 'milk', 'lard']"""
1901,"""['mayonnaise', 'milk', 'onion', 'lemon peel', 'sugar', 'pepper', 'vegetable', 'lettuce', 'chicken']"""
1902,"""['flour', 'baking powder', 'salt', 'sugar', 'milk', 'egg', 'vanilla', 'butter']"""
1903,"""['chicken', 'celery', 'onion', 'parsley', 'cream of celery soup', 'milk', 'margarine', 'pepperidge farm stuffing', 'salt', 'pepper']"""
1904,"""['bean', 'chicken', 'green chili', 'garlic', 'onion', 'oil', 'chicken stock', 'cumin', 'oregano', 'onion salt', 'cayenne pepper', 'seasoning salt']"""
1905,"""['oleo', 'rice', 'beef consomme']"""
1906,"""['corn soup', 'celery', 'onion', 'herb seasoned mix', 'chicken', 'brown sugar', 'margarine', 'mustard']"""
1907,"""['shortening', 'sugar', 'egg', 'flour', 'baking powder', 'salt', 'nut', 'chocolate', 'marshmallow', 'brown sugar']"""
1908,"""['cream cheese', 'mayonnaise', 'ham', 'parsley', 'onion', 'mustard', 'hot sauce', 'nut']"""
1909,"""['beef', 'salt', 'onion', 'oil', 'paprika', 'carrot', 'parsley', 'water', 'potato', 'pepper']"""
1910,"""['brown sugar', 'sour cream', 'vanilla']"""
1911,"""['tomato', 'tomato paste', 'cheese', 'olive oil', 'pepper', 'onion', 'garlic', 'salt', 'bay leaf', 'allspice']"""
1912,"""['marshmallow', 'chocolate', 'milk', 'vanilla', 'nut']"""
1913,"""['cherry', 'pineapple', 'flour', 'sugar', 'jello', 'banana']"""
1914,"""['raisin', 'flour', 'baking soda', 'baking powder', 'salt', 'sugar', 'butter', 'buttermilk', 'egg']"""
1915,"""['flour', 'baking soda', 'salt', 'cinnamon', 'nutmeg', 'shortening', 'brown sugar', 'egg', 'vanilla', 'oat', 'raisin']"""
1916,"""['sausage', 'cheese', 'bisquick']"""
1917,"""['red bean', 'green bean', 'wax bean', 'garbanzo bean', 'oil', 'lemon juice', 'sugar', 'water']"""
1918,"""['flour', 'margarine', 'powdered sugar', 'baking powder', 'milk', 'pie filling']"""
1919,"""['shrimp', 'water', 'cornstarch', 'soy sauce', 'sugar', 'chicken bouillon', 'onion', 'pea', 'lemon peel', 'lemon juice', 'pepper', 'oil', 'mushroom', 'celery', 'green pepper', 'rice']"""
1920,"""['oleo', 'sugar', 'egg', 'vanilla', 'flour', 'nut', 'colored sugar']"""
1921,"""['oil', 'flour', 'sugar', 'buttermilk', 'egg', 'cocoa', 'soda', 'baking powder', 'vinegar', 'food coloring', 'vanilla']"""
1922,"""['beef', 'pork', 'onion', 'garlic', 'bread crumb', 'milk', 'mustard', 'parsley', 'basil', 'egg', 'salt', 'pepper']"""
1923,"""['sugar', 'milk', 'syrup', 'butter', 'vanilla', 'pecan']"""
1924,"""['grass', 'dog', 'pebble', 'child', 'brook']"""
1925,"""['lettuce', 'cauliflower', 'bacon', 'mayonnaise', 'vinegar', 'sugar', 'cheese']"""
1926,"""['onion', 'green pepper', 'butter', 'mushroom soup', 'chicken soup', 'cheese', 'chicken', 'tomato', 'garlic powder', 'tortilla']"""
1927,"""['cake mix', 'condensed milk', 'coconut']"""
1928,"""['chicken', 'broccoli', 'cream of chicken soup', 'cheese', 'mayonnaise', 'evaporated milk', 'curry powder', 'lemon juice', 'bread crumb']"""
1929,"""['chocolate cake mix', 'kahlua', 'jell-o', 'cool whip', 'skor']"""
1930,"""['oil', 'sugar', 'vanilla', 'soda', 'cinnamon', 'cloves', 'egg', 'flour', 'salt', 'nutmeg', 'pecan', 'apple']"""
1931,"""['flour', 'baking powder', 'margarine', 'salt', 'sugar', 'vanilla', 'egg']"""
1932,"""['celery soup', 'oyster']"""
1933,"""['lamb', 'pepper', 'vegetable oil', 'curry powder', 'orange juice', 'lemon juice', 'honey', 'mandarin orange']"""
1934,"""['bread crumb', 'milk', 'beef', 'egg', 'onion', 'salt', 'butter', 'rice', 'pineapple', 'pepper', 'catsup']"""
1935,"""['tuna', 'cream cheese', 'onion', 'salt', 'pepper']"""
1936,"""['butter', 'almond', 'pineapple', 'chicken', 'celery', 'wheat germ', 'honey', 'lemon juice', 'mayonnaise', 'lettuce']"""
1937,"""['margarine', 'flour', 'beef broth', 'mushroom soup', 'water']"""
1938,"""['brown sugar', 'white sugar', 'flour', 'margarine', 'oatmeal', 'water', 'egg', 'vanilla', 'cinnamon']"""
1939,"""['cornmeal', 'sour cream', 'oleo', 'onion', 'pepper', 'garlic']"""
1940,"""['shrimp', 'shrimp water', 'tomato', 'mushroom soup', 'chicken soup', 'celery soup', 'cheese', 'butter', 'onion', 'bell pepper', 'celery']"""
1941,"""['potato', 'cream cheese', 'cheddar cheese', 'cottage cheese', 'butter', 'milk', 'chive', 'parsley', 'pepper', 'paprika']"""
1942,"""['turkey sausage', 'flour', 'oat bran', 'cheddar cheese', 'baking powder', 'baking soda', 'buttermilk']"""
1943,"""['butter', 'vinegar', 'lemon juice', 'worcestershire sauce', 'tabasco sauce', 'texas pete', 'catsup', 'water']"""
1944,"""['shortening', 'flour', 'milk', 'egg', 'sugar', 'soda', 'salt', 'almond']"""
1945,"""['blackberry', 'sweetener']"""
1946,"""['cream cheese', 'pear', 'half and half', 'lime jello', 'whipped cream']"""
1947,"""['graham cracker', 'butter', 'sugar', 'chocolate', 'butterscotch', 'milk', 'nut', 'coconut']"""
1948,"""['milk', 'banana', 'pumpkin', 'cinnamon']"""
1949,"""['salt', 'egg', 'flour', 'sugar', 'oil', 'banana', 'pecan']"""
1950,"""['hamburger', 'onion', 'garlic', 'tomato', 'tomato sauce', 'tomato paste', 'oregano', 'basil', 'carrot', 'celery']"""
1951,"""['beef', 'pepper', 'onion', 'celery', 'noodle', 'tomato soup', 'water', 'cheese', 'mushroom']"""
1952,"""['sugar', 'flour', 'oil', 'pumpkin', 'water', 'nut', 'raisin', 'soda', 'egg', 'salt', 'nutmeg', 'cinnamon']"""
