fdc_id,description,mapped_ingredient
173688,"Fish, salmon, chinook, raw","""salmon"""
173689,"Fish, salmon, chum, raw","""salmon"""
173690,"Fish, salmon, pink, canned, total can contents","""salmon"""
173691,"Fish, salmon, sockeye, raw","""salmon"""
173692,"Fish, salmon, sockeye, cooked, dry heat","""salmon"""
173693,"Fish, salmon, sockeye, canned, drained solids","""salmon"""
173694,"Fish, sea bass, mixed species, cooked, dry heat","""sea bass"""
173695,"Fish, seatrout, mixed species, raw","""fish"""
173696,"Fish, shad, american, raw","""fish"""
173697,"Fish, shark, mixed species, raw","""shark"""
173698,"Fish, snapper, mixed species, raw","""fish"""
173699,"Fish, snapper, mixed species, cooked, dry heat","""fish"""
173700,"Fish, spot, raw","""fish"""
173701,"Fish, sturgeon, mixed species, raw","""fish"""
173702,"Fish, surimi","""surimi"""
173703,"Fish, swordfish, raw","""swordfish"""
173704,"Fish, swordfish, cooked, dry heat","""swordfish"""
173705,"Fish, tilefish, raw","""tilefish"""
173706,"Fish, tuna, fresh, bluefin, raw","""tuna"""
173707,"Fish, tuna, fresh, bluefin, cooked, dry heat","""tuna"""
173708,"Fish, tuna, light, canned in oil, drained solids","""tuna"""
173709,"Fish, tuna, light, canned in water, drained solids (Includes foods for USDA's Food Distribution Program)","""tuna"""
173710,"Fish, turbot, european, raw","""turbot"""
173711,"Fish, whitefish, mixed species, raw","""fish"""
173712,"Fish, whitefish, mixed species, smoked","""fish"""
173713,"Fish, whiting, mixed species, raw","""fish"""
173714,"Fish, catfish, channel, wild, cooked, dry heat","""catfish"""
173715,"Fish, salmon, coho, farmed, raw","""salmon"""
173716,"Fish, salmon, coho, farmed, cooked, dry heat","""salmon"""
173717,"Fish, trout, rainbow, farmed, raw","""trout"""
173718,"Fish, trout, rainbow, farmed, cooked, dry heat","""trout"""
173719,"Fish, salmon, coho, wild, cooked, dry heat","""salmon"""
173720,"Mollusks, conch, baked or broiled","""conch"""
173721,"Salmon nuggets, breaded, frozen, heated","""bread crumbs"""
173722,"Salmon nuggets, cooked as purchased, unheated","""salmon"""
173723,"Salmon, sockeye, canned, drained solids, without skin and bones","""salmon"""
173724,"Fish, Salmon, pink, canned, drained solids, without skin and bones","""salmon"""
173725,"Fish, pollock, Alaska, raw","""fish"""
173726,"Fish, pollock, Alaska, cooked","""fish"""
173727,"Beans, adzuki, mature seeds, raw","""adzuki beans"""
173728,"Beans, adzuki, mature seeds, cooked, boiled, without salt","""adzuki beans"""
173729,"Beans, adzuki, mature seeds, canned, sweetened","""adzuki beans"""
173730,"Yokan, prepared from adzuki beans and sugar","""adzuki beans"""
173731,"Beans, baked, home prepared","""beans"""
173732,"Beans, baked, canned, with pork and sweet sauce","""beans"""
173733,"Beans, baked, canned, with pork and tomato sauce","""beans"""
173734,"Beans, black, mature seeds, raw","""black bean"""
173735,"Beans, black, mature seeds, cooked, boiled, without salt","""black bean"""
173736,"Beans, cranberry (roman), mature seeds, cooked, boiled, without salt","""bean"""
173737,"Beans, cranberry (roman), mature seeds, canned","""beans"""
173738,"Beans, french, mature seeds, raw","""beans"""
173739,"Beans, french, mature seeds, cooked, boiled, without salt","""beans"""
173740,"Beans, kidney, all types, mature seeds, cooked, boiled, without salt","""kidney beans"""
173741,"Beans, kidney, all types, mature seeds, canned","""kidney beans"""
173742,"Beans, kidney, california red, mature seeds, raw","""kidney beans"""
173743,"Beans, kidney, california red, mature seeds, cooked, boiled, without salt","""kidney beans"""
173744,"Beans, kidney, red, mature seeds, raw","""kidney beans"""
173745,"Beans, navy, mature seeds, raw","""navy beans"""
173746,"Beans, navy, mature seeds, cooked, boiled, without salt","""beans"""
173747,"Beans, navy, mature seeds, canned","""navy beans"""
173748,"Beans, pink, mature seeds, raw","""bean"""
173749,"Beans, small white, mature seeds, raw","""beans"""
173750,"Beans, small white, mature seeds, cooked, boiled, without salt","""beans"""
173751,"Beans, yellow, mature seeds, raw","""bean"""
173752,"Beans, yellow, mature seeds, cooked, boiled, without salt","""beans"""
173753,"Broadbeans (fava beans), mature seeds, cooked, boiled, without salt","""beans"""
173754,"Broadbeans (fava beans), mature seeds, canned","""beans"""
173755,Carob flour,"""carob flour"""
173756,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw","""beans"""
173757,"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt","""beans"""
173758,"Cowpeas, common (blackeyes, crowder, southern), mature seeds, raw","""cowpeas"""
173759,"Cowpeas, common (blackeyes, crowder, southern), mature seeds, cooked, boiled, without salt","""cowpeas"""
173760,"Cowpeas, common (blackeyes, crowder, southern), mature seeds, canned, plain","""cowpeas"""
173761,"Cowpeas, common (blackeyes, crowder, southern), mature seeds, canned with pork","""cowpeas"""
173762,"Vitasoy USA, Organic Nasoya Extra Firm Tofu","""tofu"""
173763,"Vitasoy USA, Organic Nasoya Firm Tofu","""tofu"""
173764,"Vitasoy USA, Organic Nasoya Silken Tofu","""tofu"""
173765,"Soymilk (All flavors), enhanced","""soy milk"""
173766,"Soymilk, original and vanilla, light, with added calcium, vitamins A and D","""soymilk"""
173767,"Soymilk, chocolate and other flavors, light, with added calcium, vitamins A and D","""soymilk"""
173768,"Soymilk, original and vanilla, light, unsweetened, with added calcium, vitamins A and D","""soymilk"""
173769,"Soymilk (All flavors), lowfat, with added calcium, vitamins A and D","""soymilk"""
173770,"SILK Chocolate, soymilk","""soymilk"""
173771,"SILK Light Plain, soymilk","""soymilk"""
173772,"SILK Light Vanilla, soymilk","""soymilk"""
173773,"SILK Light Chocolate, soymilk","""soymilk"""
173774,"SILK Very Vanilla, soymilk","""soymilk"""
173775,"SILK Nog, soymilk","""soymilk"""
173776,"SILK Chai, soymilk","""soymilk"""
173777,"SILK Mocha, soymilk","""soymilk"""
173778,SILK Raspberry soy yogurt,"""soy yogurt"""
173779,SILK Peach soy yogurt,"""peach soy yogurt"""
173780,SILK Black Cherry soy yogurt,"""soy yogurt"""
173781,SILK Blueberry soy yogurt,"""soy yogurt"""
173782,SILK Hazelnut Creamer,"""creams"""
173783,"Vitasoy USA Organic Nasoya, Soft Tofu","""tofu"""
173784,"Vitasoy USA Nasoya, Lite Silken Tofu","""tofu"""
173785,"Vitasoy USA Organic Nasoya, Tofu Plus Extra Firm","""tofu"""
173786,"Vitasoy USA Azumaya, Silken Tofu","""tofu"""
173787,HOUSE FOODS Premium Soft Tofu,"""tofu"""
173788,HOUSE FOODS Premium Firm Tofu,"""tofu"""
173789,"Beans, adzuki, mature seed, cooked, boiled, with salt","""adzuki beans"""
173790,"Beans, great northern, mature seeds, cooked, boiled, with salt","""great northern beans"""
173791,"Beans, great northern, mature seeds, canned, low sodium","""great northern beans"""
173792,"Beans, kidney, all types, mature seeds, cooked, boiled, with salt","""kidney beans"""
173793,"Beans, kidney, california red, mature seeds, cooked, boiled, with salt","""kidney beans"""
173794,"Beans, navy, mature seeds, cooked, boiled, with salt","""beans"""
173795,"Beans, pink, mature seeds, cooked, boiled, with salt","""bean"""
173796,"Beans, pinto, mature seeds, cooked, boiled, with salt","""beans"""
173797,"Beans, pinto, mature seeds, canned, drained solids, rinsed in tap water","""pinto beans"""
173798,"Broadbeans (fava beans), mature seeds, cooked, boiled, with salt","""beans"""
173799,"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt","""chickpeas"""
173800,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids","""beans"""
173801,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water","""beans"""
173802,"Lima beans, large, mature seeds, cooked, boiled, with salt","""beans"""
173803,"Lima beans, thin seeded (baby), mature seeds, cooked, boiled, with salt","""beans"""
173804,"Lupins, mature seeds, cooked, boiled, with salt","""lupin"""
173805,"Mothbeans, mature seeds, cooked, boiled, with salt","""bean"""
173806,"Peanuts, all types, dry-roasted, without salt","""peanut"""
173807,"Peanuts, spanish, oil-roasted, without salt","""peanut"""
173808,"Peanuts, valencia, oil-roasted, without salt","""peanut"""
173809,"Peanuts, virginia, oil-roasted, without salt","""peanut oil"""
173810,"Lamb, New Zealand, imported, loin chop, separable lean only, raw","""lamb"""
173811,"Lamb, New Zealand, imported, frozen, loin, separable lean only, cooked, broiled","""lamb"""
173812,"Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, raw","""lamb"""
173813,"Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, cooked, fast roasted","""lamb"""
173814,"Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean only, cooked, braised","""lamb"""
173815,"Veal, composite of trimmed retail cuts, separable lean and fat, raw","""veal"""
173816,"Veal, composite of trimmed retail cuts, separable lean and fat, cooked","""veal"""
173817,"Veal, composite of trimmed retail cuts, separable lean only, raw","""veal"""
173818,"Veal, leg (top round), separable lean and fat, cooked, braised","""veal"""
173819,"Veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded","""bread crumbs"""
173820,"Veal, leg (top round), separable lean and fat, cooked, pan-fried, not breaded","""veal"""
173821,"Veal, leg (top round), separable lean and fat, cooked, roasted","""veal"""
173822,"Veal, leg (top round), separable lean only, cooked, roasted","""veal"""
173823,"Veal, loin, separable lean and fat, raw","""veal"""
173824,"Veal, loin, separable lean and fat, cooked, braised","""veal"""
173825,"Veal, loin, separable lean and fat, cooked, roasted","""veal"""
173826,"Veal, loin, separable lean only, raw","""veal"""
173827,"Veal, rib, separable lean and fat, cooked, roasted","""veal"""
173828,"Veal, rib, separable lean only, raw","""veal"""
173829,"Veal, rib, separable lean only, cooked, braised","""veal"""
173830,"Veal, rib, separable lean only, cooked, roasted","""veal"""
173831,"Veal, shoulder, whole (arm and blade), separable lean only, cooked, braised","""veal"""
173832,"Veal, shoulder, whole (arm and blade), separable lean only, cooked, roasted","""veal"""
173833,"Veal, shoulder, arm, separable lean and fat, raw","""veal"""
173834,"Veal, shoulder, arm, separable lean and fat, cooked, braised","""veal"""
173835,"Veal, shoulder, blade chop, separable lean and fat, raw","""veal"""
173836,"Veal, shoulder, blade, separable lean and fat, cooked, braised","""veal"""
173837,"Veal, shoulder, blade, separable lean and fat, cooked, roasted","""veal"""
173838,"Veal, shoulder, blade chop, separable lean only, raw","""veal"""
173839,"Veal, shoulder, blade, separable lean only, cooked, braised","""veal"""
173840,"Veal, sirloin, separable lean only, raw","""veal"""
173841,"Veal, sirloin, separable lean only, cooked, braised","""veal"""
173842,"Veal, sirloin, separable lean only, cooked, roasted","""veal"""
173843,"Veal, cubed for stew (leg and shoulder), separable lean only, raw","""veal"""
173844,"Game meat, antelope, cooked, roasted","""antelope"""
173845,"Game meat, bear, raw","""bear meat"""
173846,"Game meat, bear, cooked, simmered","""bear"""
173847,"Bison, ground, grass-fed, cooked","""ground beef"""
173848,"Game meat, beefalo, composite of cuts, cooked, roasted","""beefalo"""
173849,"Veal, Australian, separable fat, raw","""veal"""
173850,"Veal, Australian, rib, rib roast, separable lean and fat, raw","""veal"""
173851,"Game meat, bison, separable lean only, raw","""bison"""
173852,"Game meat, bison, separable lean only, cooked, roasted","""bison"""
173853,"Game meat, caribou, raw","""caribou"""
173854,"Game meat, caribou, cooked, roasted","""caribou"""
173855,"Game meat, deer, raw","""deer"""
173856,"Bologna, pork","""pork"""
173857,"Bologna, turkey","""turkey"""
173858,Chicken spread,"""chicken spread \u2192 spread"""
173859,"Sausage, pork, chorizo, link or ground, raw","""sausage"""
173860,"Corned beef loaf, jellied","""corned beef"""
173861,"Dutch brand loaf, chicken, pork and beef","""chicken pork beef"""
173862,"Frankfurter, beef, unheated","""beef"""
173863,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)","""ham"""
173864,"Ham, sliced, regular (approximately 11% fat)","""ham"""
173865,"Ham, minced","""ham"""
173866,Ham salad spread,"""ham spread"""
173867,"Knackwurst, knockwurst, pork, beef","""pork"""
173868,"Lebanon bologna, beef","""beef"""
173869,"Liver cheese, pork","""liver cheese"""
173870,"Liver sausage, liverwurst, pork","""liver"""
173871,"Sausage, turkey, fresh, cooked","""turkey"""
173872,"Bologna, chicken, pork, beef","""meat"""
173873,"Bologna, chicken, pork","""bologna"""
173874,"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged","""chicken"""
173875,"Frankfurter, meat and poultry, unheated","""meat"""
173876,"Pork sausage, link/patty, fully cooked, unheated","""pork sausage"""
173877,"Kielbasa, fully cooked, grilled","""kielbasa"""
173878,"Kielbasa, fully cooked, pan-fried","""kielbasa"""
173879,"Kielbasa, fully cooked, unheated","""kielbasa"""
173880,"Sausage, chicken or turkey, Italian style,  lower sodium","""sausage"""
173881,"Ham, smoked, extra lean, low sodium","""ham"""
173882,"Pork sausage, reduced sodium, cooked","""sausage"""
173883,"Sausage, pork, turkey, and beef, reduced sodium","""sausage"""
173884,"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS","""cereal"""
173885,"Cereals ready-to-eat, POST, COCOA PEBBLES","""cocoa peanut butter"""
173886,"Cereals ready-to-eat, QUAKER, QUAKER CRUNCHY BRAN","""bran"""
173887,"Cereals ready-to-eat, RALSTON CRISP RICE","""rice"""
173888,"Cereals ready-to-eat, POST Bran Flakes","""post bran"""
173889,"Cereals ready-to-eat, POST, Honeycomb Cereal","""cereal"""
173890,"Cereals ready-to-eat, QUAKER, KING VITAMAN","""cereal"""
173891,"Cereals ready-to-eat, QUAKER, QUAKER OAT LIFE, plain","""oatmeal"""
173892,"Cereals ready-to-eat, QUAKER, 100% Natural Granola, Oats, Wheat and Honey","""oatmeal"""
173893,"Cereals ready-to-eat, RALSTON TASTEEOS","""cereal"""
173894,"Cereals ready-to-eat, POST, Honey Nut Shredded Wheat","""wheat"""
173895,"Cereals ready-to-eat, MALT-O-MEAL, CORN BURSTS","""corn bursts"""
173896,"Cereals ready-to-eat, wheat germ, toasted, plain","""wheat germ"""
173897,"Cereals, QUAKER, corn grits, instant, plain, prepared (microwaved or boiling water added), without salt","""corn grits"""
173898,"Cereals, QUAKER, corn grits, instant, cheddar cheese flavor, dry","""corn grits"""
173899,"Cereals, QUAKER, Instant Grits, Country Bacon flavor, dry","""bacon"""
173900,"Cereals, CREAM OF RICE, dry","""rice"""
173901,"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry","""wheat"""
173902,"Cereals, CREAM OF WHEAT, instant, prepared with water, without salt","""wheat"""
173903,"Cereals, MALT-O-MEAL, original, plain, dry","""malt"""
173904,"Cereals, oats, regular and quick, not fortified, dry","""oats"""
173905,"Cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt","""oats"""
173906,"Cereals, oats, instant, fortified, with cinnamon and spice, prepared with water","""oatmeal"""
173907,"Cereals, QUAKER, Instant Oatmeal, maple and brown sugar, dry","""oatmeal"""
173908,"Cereals, oats, instant, fortified, with raisins and spice, prepared with water","""oatmeal"""
173909,"Cereals ready-to-eat, MALT-O-MEAL, MARSHMALLOW MATEYS","""malt-o-meal marshmallow mateys \u2192 malt-o-meal"""
173910,"Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit","""wheat"""
173911,"Cereals ready-to-eat, POST, Shredded Wheat, original spoon-size","""wheat"""
173912,"Cereals ready-to-eat, rice, puffed, fortified","""rice"""
173913,"Cereals ready-to-eat, wheat, puffed, fortified","""wheat"""
173914,"Cereals, CREAM OF RICE, cooked with water, with salt","""rice"""
173915,"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, with salt","""wheat"""
173916,"Cereals, farina, unenriched, dry","""farina"""
173917,"Cereals, farina, enriched, cooked with water, with salt","""cereal"""
173918,"Cereals ready-to-eat, POST, Shredded Wheat, lightly frosted, spoon-size","""wheat"""
173919,"Cereals ready-to-eat, POST SELECTS Blueberry Morning","""blueberry"""
173920,"Cereals, oats, instant, fortified, maple and brown sugar, dry","""oatmeal"""
173921,"Cereals ready-to-eat, QUAKER WHOLE HEARTS oat cereal","""oatmeal"""
173922,"Cereals, QUAKER, Weight Control Instant Oatmeal, maple and brown sugar","""oatmeal"""
173923,"Cereals, QUAKER, Weight Control Instant Oatmeal, banana bread","""oatmeal"""
173924,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, peach almond, dry","""oatmeal"""
173925,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, cherry pistachio, dry","""oatmeal"""
173926,"Cereals, QUAKER, Instant Oatmeal, weight control, cinnamon","""oatmeal"""
173927,"Cereals ready-to-eat, MOM'S BEST, Sweetened WHEAT-FULS","""wheat flour"""
173928,"Apples, raw, without skin, cooked, boiled","""apple"""
173929,"Apples, raw, without skin, cooked, microwave","""apple"""
173930,"Apples, canned, sweetened, sliced, drained, heated","""apple"""
173931,"Apples, dehydrated (low moisture), sulfured, uncooked","""apple"""
173932,"Apples, frozen, unsweetened, heated (Includes foods for USDA's Food Distribution Program)","""apple"""
173933,"Apple juice, canned or bottled, unsweetened, without added ascorbic acid","""apple juice"""
173934,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid","""apple juice"""
173935,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water without added ascorbic acid","""apple juice"""
173936,"Apricots, canned, water pack, without skin, solids and liquids","""apricot"""
173937,"Apricots, canned, juice pack, with skin, solids and liquids","""apricot"""
173938,"Apricots, canned, extra light syrup pack, with skin, solids and liquids (Includes foods for USDA's Food Distribution Program)","""apricot"""
173939,"Apricots, canned, light syrup pack, with skin, solids and liquids","""apricot"""
173940,"Apricots, dehydrated (low-moisture), sulfured, stewed","""apricot"""
173941,"Apricots, dried, sulfured, uncooked","""apricot"""
173942,"Apricots, dried, sulfured, stewed, without added sugar","""apricot"""
173943,"Apricots, dried, sulfured, stewed, with added sugar","""apricot"""
173944,"Bananas, raw","""banana"""
173945,"Bananas, dehydrated, or banana powder","""banana"""
173946,"Blackberries, raw","""blackberry"""
173947,"Blackberry juice, canned","""blackberry"""
173948,"Blueberries, canned, heavy syrup, solids and liquids","""blueberry"""
173949,"Blueberries, wild, frozen (Includes foods for USDA's Food Distribution Program)","""blueberry"""
173950,"Blueberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)","""blueberry"""
173951,"Blueberries, frozen, sweetened","""blueberry"""
173952,"Carissa, (natal-plum), raw","""natal-plum"""
173953,"Cherimoya, raw","""cherimoya"""
173954,"Cherries, sour, red, raw","""cherry"""
173955,"Cherries, sour, red, canned, water pack, solids and liquids","""cherries"""
173956,"Cherries, sour, red, canned, light syrup pack, solids and liquids","""cherries"""
173957,"Cherries, sweet, canned, water pack, solids and liquids","""cherry"""
173958,"Cherries, sweet, canned, juice pack, solids and liquids","""cherries"""
173959,"Cherries, sweet, canned, light syrup pack, solids and liquids","""cherries"""
173960,"Cherries, sweet, canned, pitted, heavy syrup pack, solids and liquids","""cherries"""
173961,"Cranberry sauce, canned, sweetened","""cranberry sauce"""
173962,"Cranberry-orange relish, canned","""relish"""
173963,"Currants, european black, raw","""currant"""
173964,"Currants, red and white, raw","""currant"""
173965,"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean only, raw","""beef"""
173966,"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw","""beef"""
173967,"Beef, Australian, imported, Wagyu, external fat, Aust. marble score 9, raw","""beef"""
173968,"Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 9, raw","""beef"""
173969,"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean and fat, raw","""beef"""
173970,"Beef, Australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean only, raw","""beef"""
173971,"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean only, raw","""beef"""
173972,"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean only, raw","""beef"""
173973,"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 9, raw","""beef"""
173974,"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw","""beef"""
173975,"Beef, Australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean and fat, raw","""beef"""
173976,"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean and fat, raw","""beef"""
173977,"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean and fat, raw","""beef"""
173978,"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw","""beef"""
173979,"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, separable lean and fat, Aust. marble score 9, raw","""beef"""
173980,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw","""beef"""
173981,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw","""beef"""
173982,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw","""beef"""
173983,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw","""beef"""
173984,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw","""beef"""
173985,"Beef, round, eye of round steak, boneless separable lean and fat, trimmed to 0"" fat, choice, raw","""beef"""
173986,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw","""beef"""
173987,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw","""beef"""
173988,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw","""beef"""
173989,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw","""beef"""
173990,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw","""beef"""
173991,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted","""beef"""
173992,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted","""beef"""
173993,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled","""beef"""
173994,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled","""beef"""
173995,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled","""beef"""
173996,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw","""beef"""
173997,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw","""beef"""
173998,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw","""beef"""
173999,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw","""beef"""
174000,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw","""beef"""
174001,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, select, raw","""beef"""
174002,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw","""beef"""
174003,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw","""beef"""
174004,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted","""beef"""
174005,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted","""beef"""
174006,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted","""beef"""
174007,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted","""beef"""
174008,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled","""beef"""
174009,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw","""beef"""
174010,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw","""beef"""
174011,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw","""beef"""
174012,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, choice, raw","""beef"""
174013,"Beef composite, separable lean only, trimmed to 1/8"" fat, choice, cooked","""beef"""
174014,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, choice, raw","""beef"""
174015,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, choice, raw","""beef"""
174016,"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled","""beef"""
174017,"Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled","""beef"""
174018,"Beef, chuck, clod roast, separable lean only, trimmed to 1/4"" fat, all grades, raw","""beef"""
174019,"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted","""beef"""
174020,"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled","""beef"""
174021,"Beef, chuck, top blade, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled","""beef"""
174022,"Beef, chuck, top blade, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled","""beef"""
174023,"Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted","""beef"""
174024,"Beef, loin, bottom sirloin butt, tri-tip steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled","""beef"""
174025,"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled","""beef"""
174026,"Beef, chuck, top blade, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled","""beef"""
174027,"Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted","""beef"""
174028,"Beef, ground, 95% lean meat / 5% fat, crumbles, cooked, pan-browned","""beef"""
174029,"Beef, ground, 95% lean meat / 5% fat, loaf, cooked, baked","""beef"""
174030,"Beef, ground, 90% lean meat / 10% fat, raw","""ground beef"""
174031,"Beef, ground, 90% lean meat / 10% fat, patty, cooked, broiled","""beef"""
174032,"Beef, ground, 85% lean meat / 15% fat, patty, cooked, broiled","""beef"""
174033,"Beef, ground, 85% lean meat / 15% fat, patty, cooked, pan-broiled","""beef"""
174034,"Beef, ground, 85% lean meat / 15% fat, crumbles, cooked, pan-browned","""ground beef"""
174035,"Beef, ground, 85% lean meat / 15% fat, loaf, cooked, baked","""beef"""
174036,"Beef, ground, 80% lean meat / 20% fat, raw","""ground beef"""
174037,"Beef, ground, 75% lean meat / 25% fat, raw","""beef"""
174038,"Beef, ground, 75% lean meat / 25% fat, patty, cooked, broiled","""beef"""
174039,"Beef, ground, 75% lean meat / 25% fat, patty, cooked, pan-broiled","""beef"""
174040,"Beef, ground, 75% lean meat / 25% fat, crumbles, cooked, pan-browned","""beef"""
174041,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, select, raw","""beef"""
174042,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, select, cooked, broiled","""beef"""
174043,"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled","""beef"""
174044,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled","""beef"""
174045,"Beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, braised","""beef"""
174046,"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, all grades, raw","""beef"""
174047,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised","""beef"""
174048,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, all grades, raw","""beef"""
